Sex,Race/Ethnicity,Age,Year,Survival Time,5-Year Relative Survival Rate (Percent Survivng),5-Year Relative Survival Rate Lower Confidence Interval,5-Year Relative Survival Rate Upper Confidence Interval,Trend Year Range,Annual Percent Change (APC) (%),APC Lower Confidence Interval (%),APC Upper Confidence Interval (%),Trend Direction
Female,All Races (includes Hispanic),Ages 65-74,5 years,2014,-,-,-,,,,,
Female,All Races (includes Hispanic),Ages 65-74,5 years,2015,-,-,-,,,,,
Female,All Races (includes Hispanic),Ages 65-74,5 years,2016,-,-,-,,,,,
Female,All Races (includes Hispanic),Ages 75+,1 year,2000,63.7781,63.2553,64.2958,2000-2005,-0.1471,-0.2645,-0.0297,Trend is Falling
Female,All Races (includes Hispanic),Ages 75+,1 year,2001,63.4768,62.9573,63.9912,2005-2015,0.2247,0.1691,0.2804,Trend is Rising
Female,All Races (includes Hispanic),Ages 75+,1 year,2002,63.7456,63.2263,64.2598,,,,,
Female,All Races (includes Hispanic),Ages 75+,1 year,2003,63.1063,62.5828,63.6247,,,,,
Female,All Races (includes Hispanic),Ages 75+,1 year,2004,63.1766,62.6563,63.692,,,,,
Female,All Races (includes Hispanic),Ages 75+,1 year,2005,63.1925,62.6635,63.7163,,,,,
Female,All Races (includes Hispanic),Ages 75+,1 year,2006,63.1466,62.6247,63.6635,,,,,
Female,All Races (includes Hispanic),Ages 75+,1 year,2007,63.1337,62.6105,63.6519,,,,,
Female,All Races (includes Hispanic),Ages 75+,1 year,2008,63.8029,63.2832,64.3175,,,,,
Female,All Races (includes Hispanic),Ages 75+,1 year,2009,64.4678,63.9474,64.983,,,,,
Female,All Races (includes Hispanic),Ages 75+,1 year,2010,64.01,63.4835,64.5311,,,,,
Female,All Races (includes Hispanic),Ages 75+,1 year,2011,65.3525,64.8241,65.8752,,,,,
Female,All Races (includes Hispanic),Ages 75+,1 year,2012,65.5156,64.9886,66.0369,,,,,
Female,All Races (includes Hispanic),Ages 75+,1 year,2013,64.7963,64.2648,65.3221,,,,,
Female,All Races (includes Hispanic),Ages 75+,1 year,2014,64.7468,64.2116,65.2762,,,,,
Female,All Races (includes Hispanic),Ages 75+,1 year,2015,65.2655,64.7285,65.7966,,,,,
Female,All Races (includes Hispanic),Ages 75+,1 year,2016,-,-,-,,,,,
Female,All Races (includes Hispanic),Ages 75+,3 years,2000,52.6752,52.0642,53.2821,2000-2005,-0.1729,-0.3109,-0.0349,Trend is Falling
Female,All Races (includes Hispanic),Ages 75+,3 years,2001,52.5376,51.9327,53.1386,2005-2015,0.2656,0.1999,0.3312,Trend is Rising
Female,All Races (includes Hispanic),Ages 75+,3 years,2002,52.795,52.191,53.3951,,,,,
Female,All Races (includes Hispanic),Ages 75+,3 years,2003,52.019,51.4142,52.6201,,,,,
Female,All Races (includes Hispanic),Ages 75+,3 years,2004,51.8595,51.259,52.4563,,,,,
Female,All Races (includes Hispanic),Ages 75+,3 years,2005,52.0073,51.3955,52.6154,,,,,
Female,All Races (includes Hispanic),Ages 75+,3 years,2006,52.0175,51.415,52.6162,,,,,
Female,All Races (includes Hispanic),Ages 75+,3 years,2007,52.1725,51.5693,52.772,,,,,
Female,All Races (includes Hispanic),Ages 75+,3 years,2008,52.4425,51.8414,53.0399,,,,,
Female,All Races (includes Hispanic),Ages 75+,3 years,2009,53.2026,52.598,53.8032,,,,,
Female,All Races (includes Hispanic),Ages 75+,3 years,2010,52.6898,52.0806,53.2951,,,,,
Female,All Races (includes Hispanic),Ages 75+,3 years,2011,54.3455,53.7282,54.9584,,,,,
Female,All Races (includes Hispanic),Ages 75+,3 years,2012,54.3091,53.6927,54.9211,,,,,
Female,All Races (includes Hispanic),Ages 75+,3 years,2013,53.7841,53.1618,54.402,,,,,
Female,All Races (includes Hispanic),Ages 75+,3 years,2014,-,-,-,,,,,
Female,All Races (includes Hispanic),Ages 75+,3 years,2015,-,-,-,,,,,
Female,All Races (includes Hispanic),Ages 75+,3 years,2016,-,-,-,,,,,
Female,All Races (includes Hispanic),Ages 75+,5 years,2000,48.8546,48.1645,49.5409,2000-2005,-0.1798,-0.3232,-0.0363,Trend is Falling
Female,All Races (includes Hispanic),Ages 75+,5 years,2001,48.5581,47.879,49.2337,2005-2015,0.2767,0.2083,0.345,Trend is Rising
Female,All Races (includes Hispanic),Ages 75+,5 years,2002,48.4103,47.7342,49.0828,,,,,
Female,All Races (includes Hispanic),Ages 75+,5 years,2003,47.7764,47.0995,48.45,,,,,
Female,All Races (includes Hispanic),Ages 75+,5 years,2004,47.5486,46.8782,48.2158,,,,,
Female,All Races (includes Hispanic),Ages 75+,5 years,2005,47.8661,47.1819,48.5468,,,,,
Female,All Races (includes Hispanic),Ages 75+,5 years,2006,47.792,47.1192,48.4614,,,,,
Female,All Races (includes Hispanic),Ages 75+,5 years,2007,47.9806,47.307,48.6507,,,,,
Female,All Races (includes Hispanic),Ages 75+,5 years,2008,47.9367,47.2658,48.6042,,,,,
Female,All Races (includes Hispanic),Ages 75+,5 years,2009,48.7195,48.0427,49.3927,,,,,
Female,All Races (includes Hispanic),Ages 75+,5 years,2010,48.0972,47.4154,48.7755,,,,,
Female,All Races (includes Hispanic),Ages 75+,5 years,2011,49.3986,48.7032,50.0899,,,,,
Female,All Races (includes Hispanic),Ages 75+,5 years,2012,-,-,-,,,,,
Female,All Races (includes Hispanic),Ages 75+,5 years,2013,-,-,-,,,,,
Female,All Races (includes Hispanic),Ages 75+,5 years,2014,-,-,-,,,,,
Female,All Races (includes Hispanic),Ages 75+,5 years,2015,-,-,-,,,,,
Female,All Races (includes Hispanic),Ages 75+,5 years,2016,-,-,-,,,,,
Female,All Races (includes Hispanic),Ages < 20,1 year,2000,91.9496,90.5455,93.1532,2000-2015,0.1612,0.1195,0.2029,Trend is Rising
Female,All Races (includes Hispanic),Ages < 20,1 year,2001,91.479,90.0836,92.6861,,,,,
Female,All Races (includes Hispanic),Ages < 20,1 year,2002,92.0391,90.6565,93.2249,,,,,
Female,All Races (includes Hispanic),Ages < 20,1 year,2003,93.5496,92.2694,94.624,,,,,
Female,All Races (includes Hispanic),Ages < 20,1 year,2004,92.6956,91.3839,93.8144,,,,,
Female,All Races (includes Hispanic),Ages < 20,1 year,2005,92.5496,91.2304,93.6772,,,,,
Female,All Races (includes Hispanic),Ages < 20,1 year,2006,93.1649,91.8584,94.2682,,,,,
Female,All Races (includes Hispanic),Ages < 20,1 year,2007,93.0118,91.7501,94.0868,,,,,
Female,All Races (includes Hispanic),Ages < 20,1 year,2008,93.3868,92.1495,94.4349,,,,,
Female,All Races (includes Hispanic),Ages < 20,1 year,2009,93.2706,92.0685,94.2961,,,,,
Female,All Races (includes Hispanic),Ages < 20,1 year,2010,94.0545,92.8666,95.05,,,,,
Female,All Races (includes Hispanic),Ages < 20,1 year,2011,94.7515,93.6643,95.6565,,,,,
Female,All Races (includes Hispanic),Ages < 20,1 year,2012,95.0692,93.987,95.9608,,,,,
Female,All Races (includes Hispanic),Ages < 20,1 year,2013,93.3084,92.0735,94.3569,,,,,
Female,All Races (includes Hispanic),Ages < 20,1 year,2014,93.8396,92.6675,94.8295,,,,,
Female,All Races (includes Hispanic),Ages < 20,1 year,2015,94.4758,93.3515,95.4146,,,,,
Female,All Races (includes Hispanic),Ages < 20,1 year,2016,-,-,-,,,,,
Female,All Races (includes Hispanic),Ages < 20,3 years,2000,83.1974,81.325,84.8999,2000-2015,0.315,0.2346,0.3955,Trend is Rising
Female,All Races (includes Hispanic),Ages < 20,3 years,2001,83.6372,81.8345,85.2774,,,,,
Female,All Races (includes Hispanic),Ages < 20,3 years,2002,84.3142,82.5061,85.9516,,,,,
Female,All Races (includes Hispanic),Ages < 20,3 years,2003,86.3466,84.6147,87.8977,,,,,
Female,All Races (includes Hispanic),Ages < 20,3 years,2004,84.827,83.0714,86.4157,,,,,
Female,All Races (includes Hispanic),Ages < 20,3 years,2005,85.7609,84.0497,87.3026,,,,,
Female,All Races (includes Hispanic),Ages < 20,3 years,2006,85.8414,84.089,87.4154,,,,,
Female,All Races (includes Hispanic),Ages < 20,3 years,2007,86.1769,84.5112,87.6767,,,,,
Female,All Races (includes Hispanic),Ages < 20,3 years,2008,86.6446,84.9976,88.1236,,,,,
Female,All Races (includes Hispanic),Ages < 20,3 years,2009,87.839,86.3061,89.2111,,,,,
Female,All Races (includes Hispanic),Ages < 20,3 years,2010,87.3913,85.7722,88.8383,,,,,
Female,All Races (includes Hispanic),Ages < 20,3 years,2011,87.8047,86.2584,89.188,,,,,
Female,All Races (includes Hispanic),Ages < 20,3 years,2012,89.5124,88.0201,90.8286,,,,,
Female,All Races (includes Hispanic),Ages < 20,3 years,2013,85.8723,84.171,87.4046,,,,,
Female,All Races (includes Hispanic),Ages < 20,3 years,2014,-,-,-,,,,,
Female,All Races (includes Hispanic),Ages < 20,3 years,2015,-,-,-,,,,,
Female,All Races (includes Hispanic),Ages < 20,3 years,2016,-,-,-,,,,,
Female,All Races (includes Hispanic),Ages < 20,5 years,2000,80.3934,78.413,82.2131,2000-2015,0.3644,0.2718,0.457,Trend is Rising
Female,All Races (includes Hispanic),Ages < 20,5 years,2001,80.8132,78.9021,82.5708,,,,,
Female,All Races (includes Hispanic),Ages < 20,5 years,2002,81.8981,79.9899,83.6434,,,,,
Female,All Races (includes Hispanic),Ages < 20,5 years,2003,84.0245,82.1846,85.6912,,,,,
Female,All Races (includes Hispanic),Ages < 20,5 years,2004,82.1459,80.2789,83.8543,,,,,
Female,All Races (includes Hispanic),Ages < 20,5 years,2005,83.2577,81.4365,84.9171,,,,,
Female,All Races (includes Hispanic),Ages < 20,5 years,2006,83.4345,81.5725,85.1259,,,,,
Female,All Races (includes Hispanic),Ages < 20,5 years,2007,83.9419,82.1749,85.5495,,,,,
Female,All Races (includes Hispanic),Ages < 20,5 years,2008,84.1211,82.3577,85.7238,,,,,
Female,All Races (includes Hispanic),Ages < 20,5 years,2009,85.5074,83.8599,87,,,,,
Female,All Races (includes Hispanic),Ages < 20,5 years,2010,85.4067,83.6856,86.9607,,,,,
Female,All Races (includes Hispanic),Ages < 20,5 years,2011,85.3882,83.7153,86.903,,,,,
Female,All Races (includes Hispanic),Ages < 20,5 years,2012,-,-,-,,,,,
Female,All Races (includes Hispanic),Ages < 20,5 years,2013,-,-,-,,,,,
Female,All Races (includes Hispanic),Ages < 20,5 years,2014,-,-,-,,,,,
Female,All Races (includes Hispanic),Ages < 20,5 years,2015,-,-,-,,,,,
Female,All Races (includes Hispanic),Ages < 20,5 years,2016,-,-,-,,,,,
Female,Black (includes Hispanic),All Ages,1 year,2000,72.9682,72.1773,73.7409,2000-2015,0.4025,0.3631,0.4419,Trend is Rising
Female,Black (includes Hispanic),All Ages,1 year,2001,73.239,72.4537,74.006,,,,,
Female,Black (includes Hispanic),All Ages,1 year,2002,74.3048,73.5446,75.0471,,,,,
Female,Black (includes Hispanic),All Ages,1 year,2003,74.0372,73.2815,74.7755,,,,,
Female,Black (includes Hispanic),All Ages,1 year,2004,74.5556,73.8156,75.2783,,,,,
Female,Black (includes Hispanic),All Ages,1 year,2005,75.2589,74.5015,75.9976,,,,,
Female,Black (includes Hispanic),All Ages,1 year,2006,75.4055,74.6806,76.113,,,,,
Female,Black (includes Hispanic),All Ages,1 year,2007,76.2475,75.5443,76.9336,,,,,
Female,Black (includes Hispanic),All Ages,1 year,2008,76.6683,75.9695,77.35,,,,,
Female,Black (includes Hispanic),All Ages,1 year,2009,77.7658,77.0998,78.4153,,,,,
Female,Black (includes Hispanic),All Ages,1 year,2010,77.5327,76.8622,78.1867,,,,,
Female,Black (includes Hispanic),All Ages,1 year,2011,78.245,77.5932,78.8804,,,,,
Female,Black (includes Hispanic),All Ages,1 year,2012,79.1815,78.5467,79.8,,,,,
Female,Black (includes Hispanic),All Ages,1 year,2013,78.6315,77.9889,79.2578,,,,,
Female,Black (includes Hispanic),All Ages,1 year,2014,79.6185,78.9955,80.2253,,,,,
Female,Black (includes Hispanic),All Ages,1 year,2015,78.999,78.3711,79.6111,,,,,
Female,Black (includes Hispanic),All Ages,1 year,2016,-,-,-,,,,,
Female,Black (includes Hispanic),All Ages,3 years,2000,59.2042,58.2983,60.0976,2000-2015,0.568,0.5128,0.6233,Trend is Rising
Female,Black (includes Hispanic),All Ages,3 years,2001,59.2424,58.3425,60.13,,,,,
Female,Black (includes Hispanic),All Ages,3 years,2002,60.6064,59.7289,61.4715,,,,,
Female,Black (includes Hispanic),All Ages,3 years,2003,59.986,59.1165,60.8435,,,,,
Female,Black (includes Hispanic),All Ages,3 years,2004,61.0698,60.2171,61.9104,,,,,
Female,Black (includes Hispanic),All Ages,3 years,2005,61.7907,60.913,62.6552,,,,,
Female,Black (includes Hispanic),All Ages,3 years,2006,62.2678,61.4278,63.0955,,,,,
Female,Black (includes Hispanic),All Ages,3 years,2007,62.9871,62.1663,63.7956,,,,,
Female,Black (includes Hispanic),All Ages,3 years,2008,63.6247,62.8053,64.4314,,,,,
Female,Black (includes Hispanic),All Ages,3 years,2009,64.7654,63.9779,65.5405,,,,,
Female,Black (includes Hispanic),All Ages,3 years,2010,64.4936,63.7026,65.2724,,,,,
Female,Black (includes Hispanic),All Ages,3 years,2011,65.6394,64.8658,66.4006,,,,,
Female,Black (includes Hispanic),All Ages,3 years,2012,66.0877,65.3238,66.8394,,,,,
Female,Black (includes Hispanic),All Ages,3 years,2013,65.5506,64.7778,66.3112,,,,,
Female,Black (includes Hispanic),All Ages,3 years,2014,-,-,-,,,,,
Female,Black (includes Hispanic),All Ages,3 years,2015,-,-,-,,,,,
Female,Black (includes Hispanic),All Ages,3 years,2016,-,-,-,,,,,
Female,Black (includes Hispanic),All Ages,5 years,2000,53.486,52.5337,54.4282,2000-2015,0.6216,0.5613,0.6819,Trend is Rising
Female,Black (includes Hispanic),All Ages,5 years,2001,53.8671,52.9222,54.8018,,,,,
Female,Black (includes Hispanic),All Ages,5 years,2002,54.5989,53.6755,55.5122,,,,,
Female,Black (includes Hispanic),All Ages,5 years,2003,54.2664,53.3539,55.1693,,,,,
Female,Black (includes Hispanic),All Ages,5 years,2004,55.2937,54.3974,56.1801,,,,,
Female,Black (includes Hispanic),All Ages,5 years,2005,56.2739,55.3494,57.1873,,,,,
Female,Black (includes Hispanic),All Ages,5 years,2006,56.7533,55.8672,57.629,,,,,
Female,Black (includes Hispanic),All Ages,5 years,2007,57.661,56.794,58.5174,,,,,
Female,Black (includes Hispanic),All Ages,5 years,2008,57.7784,56.9101,58.6361,,,,,
Female,Black (includes Hispanic),All Ages,5 years,2009,59.6229,58.7867,60.4482,,,,,
Female,Black (includes Hispanic),All Ages,5 years,2010,58.7233,57.8821,59.5541,,,,,
Female,Black (includes Hispanic),All Ages,5 years,2011,59.5574,58.728,60.3761,,,,,
Female,Black (includes Hispanic),All Ages,5 years,2012,-,-,-,,,,,
Female,Black (includes Hispanic),All Ages,5 years,2013,-,-,-,,,,,
Female,Black (includes Hispanic),All Ages,5 years,2014,-,-,-,,,,,
Female,Black (includes Hispanic),All Ages,5 years,2015,-,-,-,,,,,
Female,Black (includes Hispanic),All Ages,5 years,2016,-,-,-,,,,,
Female,Black (includes Hispanic),Ages < 50,1 year,2000,85.8737,84.6815,86.9804,2000-2015,0.3047,0.2579,0.3515,Trend is Rising
Female,Black (includes Hispanic),Ages < 50,1 year,2001,85.899,84.6981,87.013,,,,,
Female,Black (includes Hispanic),Ages < 50,1 year,2002,87.302,86.1629,88.3538,,,,,
Female,Black (includes Hispanic),Ages < 50,1 year,2003,86.6716,85.5283,87.7311,,,,,
Female,Black (includes Hispanic),Ages < 50,1 year,2004,87.0016,85.8897,88.0321,,,,,
Female,Black (includes Hispanic),Ages < 50,1 year,2005,87.7398,86.6076,88.7827,,,,,
Female,Black (includes Hispanic),Ages < 50,1 year,2006,87.1756,86.0541,88.2131,,,,,
Female,Black (includes Hispanic),Ages < 50,1 year,2007,88.0627,86.9878,89.0545,,,,,
Female,Black (includes Hispanic),Ages < 50,1 year,2008,88.5589,87.4689,89.5598,,,,,
Female,Black (includes Hispanic),Ages < 50,1 year,2009,89.8034,88.7995,90.722,,,,,
Female,Black (includes Hispanic),Ages < 50,1 year,2010,90.3782,89.3787,91.2882,,,,,
Female,Black (includes Hispanic),Ages < 50,1 year,2011,90.2169,89.2302,91.1177,,,,,
Female,Black (includes Hispanic),Ages < 50,1 year,2012,90.2722,89.2808,91.1766,,,,,
Female,Black (includes Hispanic),Ages < 50,1 year,2013,91.8844,90.937,92.7368,,,,,
Female,Black (includes Hispanic),Ages < 50,1 year,2014,90.8158,89.8426,91.7,,,,,
Female,Black (includes Hispanic),Ages < 50,1 year,2015,91.2517,90.2751,92.1345,,,,,
Female,Black (includes Hispanic),Ages < 50,1 year,2016,-,-,-,,,,,
Female,Black (includes Hispanic),Ages < 50,3 years,2000,73.8964,72.4014,75.3248,2000-2015,0.5725,0.4857,0.6592,Trend is Rising
Female,Black (includes Hispanic),Ages < 50,3 years,2001,72.6833,71.1574,74.1438,,,,,
Female,Black (includes Hispanic),Ages < 50,3 years,2002,74.1762,72.692,75.5937,,,,,
Female,Black (includes Hispanic),Ages < 50,3 years,2003,74.4077,72.9499,75.8004,,,,,
Female,Black (includes Hispanic),Ages < 50,3 years,2004,75.0058,73.5839,76.3639,,,,,
Female,Black (includes Hispanic),Ages < 50,3 years,2005,75.4964,74.0251,76.8978,,,,,
Female,Black (includes Hispanic),Ages < 50,3 years,2006,75.1153,73.6753,76.4895,,,,,
Female,Black (includes Hispanic),Ages < 50,3 years,2007,76.1392,74.7372,77.4756,,,,,
Female,Black (includes Hispanic),Ages < 50,3 years,2008,77.3385,75.9156,78.6896,,,,,
Female,Black (includes Hispanic),Ages < 50,3 years,2009,78.4246,77.0708,79.7093,,,,,
Female,Black (includes Hispanic),Ages < 50,3 years,2010,79.4819,78.1239,80.7662,,,,,
Female,Black (includes Hispanic),Ages < 50,3 years,2011,79.5516,78.2216,80.8105,,,,,
Female,Black (includes Hispanic),Ages < 50,3 years,2012,79.1576,77.8066,80.4369,,,,,
Female,Black (includes Hispanic),Ages < 50,3 years,2013,81.4612,80.1148,82.7265,,,,,
Female,Black (includes Hispanic),Ages < 50,3 years,2014,-,-,-,,,,,
Female,Black (includes Hispanic),Ages < 50,3 years,2015,-,-,-,,,,,
Female,Black (includes Hispanic),Ages < 50,3 years,2016,-,-,-,,,,,
Female,Black (includes Hispanic),Ages < 50,5 years,2000,67.9806,66.3851,69.5187,2000-2015,0.676,0.5741,0.7779,Trend is Rising
Female,Black (includes Hispanic),Ages < 50,5 years,2001,66.8976,65.2782,68.4608,,,,,
Female,Black (includes Hispanic),Ages < 50,5 years,2002,68.336,66.751,69.8633,,,,,
Female,Black (includes Hispanic),Ages < 50,5 years,2003,69.7167,68.1722,71.2027,,,,,
Female,Black (includes Hispanic),Ages < 50,5 years,2004,69.4866,67.967,70.9502,,,,,
Female,Black (includes Hispanic),Ages < 50,5 years,2005,70.5474,68.9798,72.0527,,,,,
Female,Black (includes Hispanic),Ages < 50,5 years,2006,70.5166,68.9882,71.9857,,,,,
Female,Black (includes Hispanic),Ages < 50,5 years,2007,70.4573,68.9491,71.908,,,,,
Female,Black (includes Hispanic),Ages < 50,5 years,2008,71.8388,70.3005,73.3133,,,,,
Female,Black (includes Hispanic),Ages < 50,5 years,2009,73.8006,72.3418,75.1962,,,,,
Female,Black (includes Hispanic),Ages < 50,5 years,2010,74.2301,72.7475,75.6461,,,,,
Female,Black (includes Hispanic),Ages < 50,5 years,2011,73.602,72.1315,75.0088,,,,,
Female,Black (includes Hispanic),Ages < 50,5 years,2012,-,-,-,,,,,
Female,Black (includes Hispanic),Ages < 50,5 years,2013,-,-,-,,,,,
Female,Black (includes Hispanic),Ages < 50,5 years,2014,-,-,-,,,,,
Female,Black (includes Hispanic),Ages < 50,5 years,2015,-,-,-,,,,,
Female,Black (includes Hispanic),Ages < 50,5 years,2016,-,-,-,,,,,
Female,Black (includes Hispanic),Ages 50-64,1 year,2000,77.0459,75.6931,78.3345,2000-2015,0.3232,0.2698,0.3766,Trend is Rising
Female,Black (includes Hispanic),Ages 50-64,1 year,2001,78.0324,76.733,79.2695,,,,,
Female,Black (includes Hispanic),Ages 50-64,1 year,2002,78.3387,77.0939,79.5252,,,,,
Female,Black (includes Hispanic),Ages 50-64,1 year,2003,77.7856,76.5433,78.9714,,,,,
Female,Black (includes Hispanic),Ages 50-64,1 year,2004,78.5611,77.3657,79.7019,,,,,
Female,Black (includes Hispanic),Ages 50-64,1 year,2005,78.9373,77.715,80.1015,,,,,
Female,Black (includes Hispanic),Ages 50-64,1 year,2006,80.1048,78.9733,81.183,,,,,
Female,Black (includes Hispanic),Ages 50-64,1 year,2007,80.3427,79.2442,81.39,,,,,
Female,Black (includes Hispanic),Ages 50-64,1 year,2008,80.8106,79.7442,81.8274,,,,,
Female,Black (includes Hispanic),Ages 50-64,1 year,2009,81.2985,80.2864,82.2646,,,,,
Female,Black (includes Hispanic),Ages 50-64,1 year,2010,81.4347,80.4186,82.404,,,,,
Female,Black (includes Hispanic),Ages 50-64,1 year,2011,80.699,79.6981,81.6565,,,,,
Female,Black (includes Hispanic),Ages 50-64,1 year,2012,81.8453,80.8924,82.7559,,,,,
Female,Black (includes Hispanic),Ages 50-64,1 year,2013,81.7343,80.7668,82.6585,,,,,
Female,Black (includes Hispanic),Ages 50-64,1 year,2014,83.3958,82.4889,84.2603,,,,,
Female,Black (includes Hispanic),Ages 50-64,1 year,2015,82.4517,81.5179,83.3433,,,,,
Female,Black (includes Hispanic),Ages 50-64,1 year,2016,-,-,-,,,,,
Female,Black (includes Hispanic),Ages 50-64,3 years,2000,62.5678,60.9918,64.1002,2000-2015,0.4985,0.4168,0.5801,Trend is Rising
Female,Black (includes Hispanic),Ages 50-64,3 years,2001,62.7943,61.2607,64.286,,,,,
Female,Black (includes Hispanic),Ages 50-64,3 years,2002,64.4729,63.0075,65.897,,,,,
Female,Black (includes Hispanic),Ages 50-64,3 years,2003,62.505,61.0433,63.9291,,,,,
Female,Black (includes Hispanic),Ages 50-64,3 years,2004,64.4176,63.0069,65.79,,,,,
Female,Black (includes Hispanic),Ages 50-64,3 years,2005,64.7658,63.318,66.1727,,,,,
Female,Black (includes Hispanic),Ages 50-64,3 years,2006,65.9235,64.5652,67.2437,,,,,
Female,Black (includes Hispanic),Ages 50-64,3 years,2007,66.526,65.2058,67.8091,,,,,
Female,Black (includes Hispanic),Ages 50-64,3 years,2008,66.9964,65.7088,68.248,,,,,
Female,Black (includes Hispanic),Ages 50-64,3 years,2009,67.7012,66.472,68.8965,,,,,
Female,Black (includes Hispanic),Ages 50-64,3 years,2010,67.6227,66.3855,68.8256,,,,,
Female,Black (includes Hispanic),Ages 50-64,3 years,2011,68.336,67.1376,69.5011,,,,,
Female,Black (includes Hispanic),Ages 50-64,3 years,2012,68.6924,67.5264,69.8264,,,,,
Female,Black (includes Hispanic),Ages 50-64,3 years,2013,66.9458,65.7456,68.1148,,,,,
Female,Black (includes Hispanic),Ages 50-64,3 years,2014,-,-,-,,,,,
Female,Black (includes Hispanic),Ages 50-64,3 years,2015,-,-,-,,,,,
Female,Black (includes Hispanic),Ages 50-64,3 years,2016,-,-,-,,,,,
Female,Black (includes Hispanic),Ages 50-64,5 years,2000,56.0919,54.4439,57.7054,2000-2015,0.5564,0.4655,0.6473,Trend is Rising
Female,Black (includes Hispanic),Ages 50-64,5 years,2001,57.0341,55.4312,58.6026,,,,,
Female,Black (includes Hispanic),Ages 50-64,5 years,2002,58.0357,56.4957,59.5421,,,,,
Female,Black (includes Hispanic),Ages 50-64,5 years,2003,56.2078,54.6821,57.7038,,,,,
Female,Black (includes Hispanic),Ages 50-64,5 years,2004,58.5257,57.0461,59.9735,,,,,
Female,Black (includes Hispanic),Ages 50-64,5 years,2005,58.6062,57.0864,60.0925,,,,,
Female,Black (includes Hispanic),Ages 50-64,5 years,2006,59.8849,58.4538,61.2843,,,,,
Female,Black (includes Hispanic),Ages 50-64,5 years,2007,61.1619,59.7702,62.5216,,,,,
Female,Black (includes Hispanic),Ages 50-64,5 years,2008,61.2116,59.8507,62.5418,,,,,
Female,Black (includes Hispanic),Ages 50-64,5 years,2009,62.5052,61.2039,63.7766,,,,,
Female,Black (includes Hispanic),Ages 50-64,5 years,2010,61.1958,59.8802,62.4828,,,,,
Female,Black (includes Hispanic),Ages 50-64,5 years,2011,62.3786,61.0982,63.6303,,,,,
Female,Black (includes Hispanic),Ages 50-64,5 years,2012,-,-,-,,,,,
Female,Black (includes Hispanic),Ages 50-64,5 years,2013,-,-,-,,,,,
Female,Black (includes Hispanic),Ages 50-64,5 years,2014,-,-,-,,,,,
Female,Black (includes Hispanic),Ages 50-64,5 years,2015,-,-,-,,,,,
Female,Black (includes Hispanic),Ages 50-64,5 years,2016,-,-,-,,,,,
Female,Black (includes Hispanic),Ages 65+,1 year,2000,61.8619,60.5293,63.1641,2000-2015,0.552,0.4875,0.6165,Trend is Rising
Female,Black (includes Hispanic),Ages 65+,1 year,2001,61.6391,60.3004,62.9475,,,,,
Female,Black (includes Hispanic),Ages 65+,1 year,2002,62.8887,61.5721,64.1742,,,,,
Female,Black (includes Hispanic),Ages 65+,1 year,2003,62.8583,61.5457,64.1399,,,,,
Female,Black (includes Hispanic),Ages 65+,1 year,2004,62.8726,61.564,64.1505,,,,,
Female,Black (includes Hispanic),Ages 65+,1 year,2005,63.9647,62.6228,65.2728,,,,,
Female,Black (includes Hispanic),Ages 65+,1 year,2006,63.7362,62.4441,64.9971,,,,,
Female,Black (includes Hispanic),Ages 65+,1 year,2007,65.0874,63.8266,66.3165,,,,,
Female,Black (includes Hispanic),Ages 65+,1 year,2008,65.7306,64.4758,66.9531,,,,,
Female,Black (includes Hispanic),Ages 65+,1 year,2009,66.9237,65.7023,68.1127,,,,,
Female,Black (includes Hispanic),Ages 65+,1 year,2010,66.361,65.1471,67.5438,,,,,
Female,Black (includes Hispanic),Ages 65+,1 year,2011,68.6749,67.4855,69.831,,,,,
Female,Black (includes Hispanic),Ages 65+,1 year,2012,69.9759,68.8051,71.1124,,,,,
Female,Black (includes Hispanic),Ages 65+,1 year,2013,68.607,67.4496,69.733,,,,,
Female,Black (includes Hispanic),Ages 65+,1 year,2014,69.3992,68.2413,70.5245,,,,,
Female,Black (includes Hispanic),Ages 65+,1 year,2015,69.4389,68.3135,70.5333,,,,,
Female,Black (includes Hispanic),Ages 65+,1 year,2016,-,-,-,,,,,
Female,Black (includes Hispanic),Ages 65+,3 years,2000,47.2774,45.8062,48.7334,2000-2015,0.6792,0.6002,0.7583,Trend is Rising
Female,Black (includes Hispanic),Ages 65+,3 years,2001,47.9739,46.4986,49.433,,,,,
Female,Black (includes Hispanic),Ages 65+,3 years,2002,48.8095,47.3522,50.2498,,,,,
Female,Black (includes Hispanic),Ages 65+,3 years,2003,48.504,47.0578,49.9338,,,,,
Female,Black (includes Hispanic),Ages 65+,3 years,2004,48.7896,47.3485,50.2141,,,,,
Female,Black (includes Hispanic),Ages 65+,3 years,2005,50.1606,48.6734,51.6281,,,,,
Female,Black (includes Hispanic),Ages 65+,3 years,2006,50.7301,49.2985,52.1429,,,,,
Female,Black (includes Hispanic),Ages 65+,3 years,2007,51.3667,49.9632,52.7513,,,,,
Female,Black (includes Hispanic),Ages 65+,3 years,2008,52.1805,50.7737,53.5672,,,,,
Female,Black (includes Hispanic),Ages 65+,3 years,2009,53.42,52.0466,54.7727,,,,,
Female,Black (includes Hispanic),Ages 65+,3 years,2010,52.6928,51.3349,54.0314,,,,,
Female,Black (includes Hispanic),Ages 65+,3 years,2011,54.5261,53.1721,55.8585,,,,,
Female,Black (includes Hispanic),Ages 65+,3 years,2012,55.6761,54.3296,57,,,,,
