Sex,Race/Ethnicity,Age,Rate Type,Year,"Age-adjusted (AA) Rate per 100,000",AA Rate Lower Confidence Interval,AA Rate Upper Confidence Interval,Trend Year Range,Annual Percent Change (APC) (%),APC Lower Confidence Interval (%),APC Upper Confidence Interval (%),Trend Direction
Female,Asian / Pacific Islander (includes Hispanic),Ages < 20,Delay-adjusted Rates,2002,12.322,10.3848,14.5145,,,,,
Female,Asian / Pacific Islander (includes Hispanic),Ages < 20,Delay-adjusted Rates,2003,11.0989,9.2919,13.1542,,,,,
Female,Asian / Pacific Islander (includes Hispanic),Ages < 20,Delay-adjusted Rates,2004,12.4299,10.5367,14.565,,,,,
Female,Asian / Pacific Islander (includes Hispanic),Ages < 20,Delay-adjusted Rates,2005,13.3668,11.4142,15.5573,,,,,
Female,Asian / Pacific Islander (includes Hispanic),Ages < 20,Delay-adjusted Rates,2006,12.7121,10.828,14.8296,,,,,
Female,Asian / Pacific Islander (includes Hispanic),Ages < 20,Delay-adjusted Rates,2007,13.874,11.9244,16.0512,,,,,
Female,Asian / Pacific Islander (includes Hispanic),Ages < 20,Delay-adjusted Rates,2008,13.0537,11.1843,15.1453,,,,,
Female,Asian / Pacific Islander (includes Hispanic),Ages < 20,Delay-adjusted Rates,2009,14.7268,12.7551,16.9167,,,,,
Female,Asian / Pacific Islander (includes Hispanic),Ages < 20,Delay-adjusted Rates,2010,13.0565,11.2127,15.1166,,,,,
Female,Asian / Pacific Islander (includes Hispanic),Ages < 20,Delay-adjusted Rates,2011,12.8029,10.9754,14.8473,,,,,
Female,Asian / Pacific Islander (includes Hispanic),Ages < 20,Delay-adjusted Rates,2012,15.1574,13.1668,17.3625,,,,,
Female,Asian / Pacific Islander (includes Hispanic),Ages < 20,Delay-adjusted Rates,2013,14.4726,12.5405,16.6162,,,,,
Female,Asian / Pacific Islander (includes Hispanic),Ages < 20,Delay-adjusted Rates,2014,16.0526,14.0188,18.2962,,,,,
Female,Asian / Pacific Islander (includes Hispanic),Ages < 20,Delay-adjusted Rates,2015,15.7918,13.7822,18.0087,,,,,
Female,Asian / Pacific Islander (includes Hispanic),Ages < 20,Delay-adjusted Rates,2016,16.777,14.704,19.0567,,,,,
Female,Black (includes Hispanic),All Ages,Observed Rates,2000,389.7995,384.6475,395.0007,2000-2011,0.2573,0.0836,0.4313,Trend is Rising
Female,Black (includes Hispanic),All Ages,Observed Rates,2001,385.6082,380.5394,390.7252,2011-2016,-0.7315,-1.2449,-0.2154,Trend is Falling
Female,Black (includes Hispanic),All Ages,Observed Rates,2002,393.8774,388.8115,398.9906,,,,,
Female,Black (includes Hispanic),All Ages,Observed Rates,2003,391.2284,386.2362,396.267,,,,,
Female,Black (includes Hispanic),All Ages,Observed Rates,2004,395.0714,390.1056,400.0827,,,,,
Female,Black (includes Hispanic),All Ages,Observed Rates,2005,394.7924,389.7409,399.8912,,,,,
Female,Black (includes Hispanic),All Ages,Observed Rates,2006,391.1877,386.3259,396.0939,,,,,
Female,Black (includes Hispanic),All Ages,Observed Rates,2007,397.1518,392.3084,402.0387,,,,,
Female,Black (includes Hispanic),All Ages,Observed Rates,2008,396.7128,391.9207,401.5474,,,,,
Female,Black (includes Hispanic),All Ages,Observed Rates,2009,403.8427,399.075,408.6519,,,,,
Female,Black (includes Hispanic),All Ages,Observed Rates,2010,393.8002,389.145,398.4961,,,,,
Female,Black (includes Hispanic),All Ages,Observed Rates,2011,400.0181,395.3931,404.6829,,,,,
Female,Black (includes Hispanic),All Ages,Observed Rates,2012,397.263,392.7161,401.8488,,,,,
Female,Black (includes Hispanic),All Ages,Observed Rates,2013,392.9622,388.4938,397.4687,,,,,
Female,Black (includes Hispanic),All Ages,Observed Rates,2014,393.302,388.8939,397.7474,,,,,
Female,Black (includes Hispanic),All Ages,Observed Rates,2015,390.1475,385.8134,394.518,,,,,
Female,Black (includes Hispanic),All Ages,Observed Rates,2016,383.6928,379.4405,387.9808,,,,,
Female,Black (includes Hispanic),All Ages,Delay-adjusted Rates,2000,389.7995,384.6475,395.0007,2000-2016,0.2451,0.1588,0.3314,Trend is Rising
Female,Black (includes Hispanic),All Ages,Delay-adjusted Rates,2001,385.6082,380.5394,390.7252,,,,,
Female,Black (includes Hispanic),All Ages,Delay-adjusted Rates,2002,393.8774,388.8115,398.9906,,,,,
Female,Black (includes Hispanic),All Ages,Delay-adjusted Rates,2003,391.2284,386.2362,396.267,,,,,
Female,Black (includes Hispanic),All Ages,Delay-adjusted Rates,2004,395.0714,390.1056,400.0827,,,,,
Female,Black (includes Hispanic),All Ages,Delay-adjusted Rates,2005,394.7924,389.7409,399.8912,,,,,
Female,Black (includes Hispanic),All Ages,Delay-adjusted Rates,2006,391.1877,386.3259,396.0939,,,,,
Female,Black (includes Hispanic),All Ages,Delay-adjusted Rates,2007,397.1518,392.3084,402.0387,,,,,
Female,Black (includes Hispanic),All Ages,Delay-adjusted Rates,2008,397.9066,393.1,402.7558,,,,,
Female,Black (includes Hispanic),All Ages,Delay-adjusted Rates,2009,406.2888,401.4921,411.1273,,,,,
Female,Black (includes Hispanic),All Ages,Delay-adjusted Rates,2010,397.3961,392.6981,402.1351,,,,,
Female,Black (includes Hispanic),All Ages,Delay-adjusted Rates,2011,404.8516,400.1703,409.573,,,,,
Female,Black (includes Hispanic),All Ages,Delay-adjusted Rates,2012,403.219,398.6035,407.8737,,,,,
Female,Black (includes Hispanic),All Ages,Delay-adjusted Rates,2013,400.048,395.4984,404.6361,,,,,
Female,Black (includes Hispanic),All Ages,Delay-adjusted Rates,2014,402.4256,397.9145,406.9746,,,,,
Female,Black (includes Hispanic),All Ages,Delay-adjusted Rates,2015,402.5509,398.0783,407.0608,,,,,
Female,Black (includes Hispanic),All Ages,Delay-adjusted Rates,2016,403.2336,398.763,407.7411,,,,,
Female,Black (includes Hispanic),Ages < 50,Observed Rates,2000,106.6194,103.7844,109.5101,2000-2016,0.3433,0.1585,0.5285,Trend is Rising
Female,Black (includes Hispanic),Ages < 50,Observed Rates,2001,103.0338,100.2689,105.8538,,,,,
Female,Black (includes Hispanic),Ages < 50,Observed Rates,2002,105.317,102.5458,108.1425,,,,,
Female,Black (includes Hispanic),Ages < 50,Observed Rates,2003,107.1608,104.3814,109.9941,,,,,
Female,Black (includes Hispanic),Ages < 50,Observed Rates,2004,110.371,107.5626,113.2329,,,,,
Female,Black (includes Hispanic),Ages < 50,Observed Rates,2005,108.5113,105.6651,111.4137,,,,,
Female,Black (includes Hispanic),Ages < 50,Observed Rates,2006,106.467,103.7135,109.2741,,,,,
Female,Black (includes Hispanic),Ages < 50,Observed Rates,2007,109.7803,106.9882,112.6257,,,,,
Female,Black (includes Hispanic),Ages < 50,Observed Rates,2008,106.784,104.0293,109.5921,,,,,
Female,Black (includes Hispanic),Ages < 50,Observed Rates,2009,110.8772,108.068,113.7396,,,,,
Female,Black (includes Hispanic),Ages < 50,Observed Rates,2010,108.7107,105.9289,111.5458,,,,,
Female,Black (includes Hispanic),Ages < 50,Observed Rates,2011,112.0276,109.2029,114.9055,,,,,
Female,Black (includes Hispanic),Ages < 50,Observed Rates,2012,110.8592,108.0438,113.7279,,,,,
Female,Black (includes Hispanic),Ages < 50,Observed Rates,2013,108.6329,105.8406,111.4787,,,,,
Female,Black (includes Hispanic),Ages < 50,Observed Rates,2014,113.4112,110.5502,116.3259,,,,,
Female,Black (includes Hispanic),Ages < 50,Observed Rates,2015,110.4193,107.5929,113.2993,,,,,
Female,Black (includes Hispanic),Ages < 50,Observed Rates,2016,109.9756,107.1557,112.8491,,,,,
Female,Black (includes Hispanic),Ages < 50,Delay-adjusted Rates,2000,106.6194,103.7844,109.5101,2000-2016,0.5645,0.3879,0.7413,Trend is Rising
Female,Black (includes Hispanic),Ages < 50,Delay-adjusted Rates,2001,103.0338,100.2689,105.8538,,,,,
Female,Black (includes Hispanic),Ages < 50,Delay-adjusted Rates,2002,105.317,102.5458,108.1425,,,,,
Female,Black (includes Hispanic),Ages < 50,Delay-adjusted Rates,2003,107.1608,104.3814,109.9941,,,,,
Female,Black (includes Hispanic),Ages < 50,Delay-adjusted Rates,2004,110.371,107.5626,113.2329,,,,,
Female,Black (includes Hispanic),Ages < 50,Delay-adjusted Rates,2005,108.5113,105.6651,111.4137,,,,,
Female,Black (includes Hispanic),Ages < 50,Delay-adjusted Rates,2006,106.467,103.7135,109.2741,,,,,
Female,Black (includes Hispanic),Ages < 50,Delay-adjusted Rates,2007,109.7803,106.9882,112.6257,,,,,
Female,Black (includes Hispanic),Ages < 50,Delay-adjusted Rates,2008,107.0852,104.3226,109.9011,,,,,
Female,Black (includes Hispanic),Ages < 50,Delay-adjusted Rates,2009,111.5123,108.6869,114.391,,,,,
Female,Black (includes Hispanic),Ages < 50,Delay-adjusted Rates,2010,109.6327,106.8272,112.4916,,,,,
Female,Black (includes Hispanic),Ages < 50,Delay-adjusted Rates,2011,113.2904,110.4339,116.2006,,,,,
Female,Black (includes Hispanic),Ages < 50,Delay-adjusted Rates,2012,112.4038,109.5491,115.3123,,,,,
Female,Black (includes Hispanic),Ages < 50,Delay-adjusted Rates,2013,110.4758,107.6361,113.3696,,,,,
Female,Black (includes Hispanic),Ages < 50,Delay-adjusted Rates,2014,115.8568,112.9339,118.8341,,,,,
Female,Black (includes Hispanic),Ages < 50,Delay-adjusted Rates,2015,113.6621,110.7525,116.6264,,,,,
Female,Black (includes Hispanic),Ages < 50,Delay-adjusted Rates,2016,115.0803,112.129,118.087,,,,,
Female,Black (includes Hispanic),Ages 50-64,Observed Rates,2000,740.8315,723.2247,758.7586,2000-2016,0.2944,0.128,0.461,Trend is Rising
Female,Black (includes Hispanic),Ages 50-64,Observed Rates,2001,744.7879,727.4495,762.435,,,,,
Female,Black (includes Hispanic),Ages 50-64,Observed Rates,2002,768.391,751.1208,785.9579,,,,,
Female,Black (includes Hispanic),Ages 50-64,Observed Rates,2003,756.1427,739.3391,773.2317,,,,,
Female,Black (includes Hispanic),Ages 50-64,Observed Rates,2004,765.7596,749.1725,782.6213,,,,,
Female,Black (includes Hispanic),Ages 50-64,Observed Rates,2005,752.7602,736.1743,769.6254,,,,,
Female,Black (includes Hispanic),Ages 50-64,Observed Rates,2006,758.6536,742.6847,774.8792,,,,,
Female,Black (includes Hispanic),Ages 50-64,Observed Rates,2007,761.6979,746.0449,777.5965,,,,,
Female,Black (includes Hispanic),Ages 50-64,Observed Rates,2008,771.4909,756.0407,787.1774,,,,,
Female,Black (includes Hispanic),Ages 50-64,Observed Rates,2009,790.6904,775.3755,806.2318,,,,,
Female,Black (includes Hispanic),Ages 50-64,Observed Rates,2010,754.8638,740.2256,769.7187,,,,,
Female,Black (includes Hispanic),Ages 50-64,Observed Rates,2011,775.1969,760.6322,789.9706,,,,,
Female,Black (includes Hispanic),Ages 50-64,Observed Rates,2012,792.6493,778.0876,807.4152,,,,,
Female,Black (includes Hispanic),Ages 50-64,Observed Rates,2013,775.5584,761.3217,789.9946,,,,,
Female,Black (includes Hispanic),Ages 50-64,Observed Rates,2014,795.3007,781.0381,809.7586,,,,,
Female,Black (includes Hispanic),Ages 50-64,Observed Rates,2015,784.9123,770.8806,799.1354,,,,,
Female,Black (includes Hispanic),Ages 50-64,Observed Rates,2016,767.8886,754.1124,781.8535,,,,,
Female,Black (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2000,740.8315,723.2247,758.7586,2000-2016,0.5433,0.3908,0.6961,Trend is Rising
Female,Black (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2001,744.7879,727.4495,762.435,,,,,
Female,Black (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2002,768.391,751.1208,785.9579,,,,,
Female,Black (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2003,756.1427,739.3391,773.2317,,,,,
Female,Black (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2004,765.7596,749.1725,782.6213,,,,,
Female,Black (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2005,752.7602,736.1743,769.6254,,,,,
Female,Black (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2006,758.6536,742.6847,774.8792,,,,,
Female,Black (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2007,761.6979,746.0449,777.5965,,,,,
Female,Black (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2008,773.7549,758.2593,789.4872,,,,,
Female,Black (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2009,795.397,779.9908,811.0304,,,,,
Female,Black (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2010,761.608,746.8388,776.5951,,,,,
Female,Black (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2011,784.355,769.618,799.3025,,,,,
Female,Black (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2012,804.417,789.6387,819.4015,,,,,
Female,Black (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2013,789.3044,774.8148,803.9958,,,,,
Female,Black (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2014,813.183,798.5985,827.9657,,,,,
Female,Black (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2015,809.3958,794.9248,824.0621,,,,,
Female,Black (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2016,805.2575,790.8076,819.9021,,,,,
Female,Black (includes Hispanic),Ages 65+,Observed Rates,2000,1594.6914,1563.7927,1626.0468,2000-2010,0.1807,-0.0024,0.3641,Stable
Female,Black (includes Hispanic),Ages 65+,Observed Rates,2001,1577.364,1546.9038,1608.2733,2010-2016,-1.2402,-1.5948,-0.8843,Trend is Falling
Female,Black (includes Hispanic),Ages 65+,Observed Rates,2002,1601.7129,1571.244,1632.6241,,,,,
Female,Black (includes Hispanic),Ages 65+,Observed Rates,2003,1584.7294,1554.6787,1615.2151,,,,,
Female,Black (includes Hispanic),Ages 65+,Observed Rates,2004,1585.3444,1555.4853,1615.6324,,,,,
Female,Black (includes Hispanic),Ages 65+,Observed Rates,2005,1609.2096,1578.5811,1640.2826,,,,,
Female,Black (includes Hispanic),Ages 65+,Observed Rates,2006,1585.4006,1555.9674,1615.2505,,,,,
Female,Black (includes Hispanic),Ages 65+,Observed Rates,2007,1610.0076,1580.6426,1639.7806,,,,,
Female,Black (includes Hispanic),Ages 65+,Observed Rates,2008,1612.0689,1582.9631,1641.5749,,,,,
Female,Black (includes Hispanic),Ages 65+,Observed Rates,2009,1622.2651,1593.4796,1651.4395,,,,,
Female,Black (includes Hispanic),Ages 65+,Observed Rates,2010,1597.7211,1569.5064,1626.3151,,,,,
Female,Black (includes Hispanic),Ages 65+,Observed Rates,2011,1603.8009,1575.9837,1631.9857,,,,,
Female,Black (includes Hispanic),Ages 65+,Observed Rates,2012,1567.9831,1540.9478,1595.3732,,,,,
Female,Black (includes Hispanic),Ages 65+,Observed Rates,2013,1566.9805,1540.4433,1593.8599,,,,,
Female,Black (includes Hispanic),Ages 65+,Observed Rates,2014,1518.8836,1493.2513,1544.8456,,,,,
Female,Black (includes Hispanic),Ages 65+,Observed Rates,2015,1523.3823,1498.236,1548.845,,,,,
Female,Black (includes Hispanic),Ages 65+,Observed Rates,2016,1495.0505,1470.5621,1519.8446,,,,,
Female,Black (includes Hispanic),Ages 65+,Delay-adjusted Rates,2000,1594.6914,1563.7927,1626.0468,2000-2009,0.2877,0.0356,0.5405,Trend is Rising
Female,Black (includes Hispanic),Ages 65+,Delay-adjusted Rates,2001,1577.364,1546.9038,1608.2733,2009-2016,-0.4964,-0.8281,-0.1637,Trend is Falling
Female,Black (includes Hispanic),Ages 65+,Delay-adjusted Rates,2002,1601.7129,1571.244,1632.6241,,,,,
Female,Black (includes Hispanic),Ages 65+,Delay-adjusted Rates,2003,1584.7294,1554.6787,1615.2151,,,,,
Female,Black (includes Hispanic),Ages 65+,Delay-adjusted Rates,2004,1585.3444,1555.4853,1615.6324,,,,,
Female,Black (includes Hispanic),Ages 65+,Delay-adjusted Rates,2005,1609.2096,1578.5811,1640.2826,,,,,
Female,Black (includes Hispanic),Ages 65+,Delay-adjusted Rates,2006,1585.4006,1555.9674,1615.2505,,,,,
Female,Black (includes Hispanic),Ages 65+,Delay-adjusted Rates,2007,1610.0076,1580.6426,1639.7806,,,,,
Female,Black (includes Hispanic),Ages 65+,Delay-adjusted Rates,2008,1617.104,1587.9071,1646.7018,,,,,
Female,Black (includes Hispanic),Ages 65+,Delay-adjusted Rates,2009,1632.3987,1603.4331,1661.755,,,,,
Female,Black (includes Hispanic),Ages 65+,Delay-adjusted Rates,2010,1612.8919,1584.4089,1641.7565,,,,,
Female,Black (includes Hispanic),Ages 65+,Delay-adjusted Rates,2011,1623.9477,1595.7798,1652.4861,,,,,
Female,Black (includes Hispanic),Ages 65+,Delay-adjusted Rates,2012,1592.3012,1564.8452,1620.1157,,,,,
Female,Black (includes Hispanic),Ages 65+,Delay-adjusted Rates,2013,1596.1827,1569.1481,1623.5636,,,,,
Female,Black (includes Hispanic),Ages 65+,Delay-adjusted Rates,2014,1555.8511,1529.5921,1582.445,,,,,
Female,Black (includes Hispanic),Ages 65+,Delay-adjusted Rates,2015,1573.9032,1547.919,1600.2108,,,,,
Female,Black (includes Hispanic),Ages 65+,Delay-adjusted Rates,2016,1576.0942,1550.2713,1602.2338,,,,,
Female,Black (includes Hispanic),Ages <15,Observed Rates,2000,9.9602,8.5464,11.541,2000-2016,1.0943,0.3976,1.7958,Trend is Rising
Female,Black (includes Hispanic),Ages <15,Observed Rates,2001,11.1195,9.6275,12.7772,,,,,
Female,Black (includes Hispanic),Ages <15,Observed Rates,2002,11.7106,10.179,13.4085,,,,,
Female,Black (includes Hispanic),Ages <15,Observed Rates,2003,11.0811,9.5819,12.7489,,,,,
Female,Black (includes Hispanic),Ages <15,Observed Rates,2004,12.8777,11.2506,14.6746,,,,,
Female,Black (includes Hispanic),Ages <15,Observed Rates,2005,11.3669,9.7896,13.1264,,,,,
Female,Black (includes Hispanic),Ages <15,Observed Rates,2006,11.3541,9.8146,13.0673,,,,,
Female,Black (includes Hispanic),Ages <15,Observed Rates,2007,11.8892,10.3049,13.6473,,,,,
Female,Black (includes Hispanic),Ages <15,Observed Rates,2008,12.3968,10.7834,14.183,,,,,
Female,Black (includes Hispanic),Ages <15,Observed Rates,2009,12.1392,10.5486,13.9019,,,,,
Female,Black (includes Hispanic),Ages <15,Observed Rates,2010,12.0592,10.4754,13.8149,,,,,
Female,Black (includes Hispanic),Ages <15,Observed Rates,2011,12.9531,11.3115,14.7659,,,,,
Female,Black (includes Hispanic),Ages <15,Observed Rates,2012,14.2516,12.5222,16.1528,,,,,
Female,Black (includes Hispanic),Ages <15,Observed Rates,2013,13.0763,11.4231,14.9014,,,,,
Female,Black (includes Hispanic),Ages <15,Observed Rates,2014,13.139,11.4813,14.9685,,,,,
Female,Black (includes Hispanic),Ages <15,Observed Rates,2015,12.2672,10.6636,14.0436,,,,,
Female,Black (includes Hispanic),Ages <15,Observed Rates,2016,11.7945,10.2236,13.5382,,,,,
Female,Black (includes Hispanic),Ages <15,Delay-adjusted Rates,2000,9.9602,8.5464,11.541,2000-2016,1.3139,0.6505,1.9817,Trend is Rising
Female,Black (includes Hispanic),Ages <15,Delay-adjusted Rates,2001,11.1195,9.6275,12.7772,,,,,
Female,Black (includes Hispanic),Ages <15,Delay-adjusted Rates,2002,11.7106,10.179,13.4085,,,,,
Female,Black (includes Hispanic),Ages <15,Delay-adjusted Rates,2003,11.0811,9.5819,12.7489,,,,,
Female,Black (includes Hispanic),Ages <15,Delay-adjusted Rates,2004,12.8777,11.2506,14.6746,,,,,
Female,Black (includes Hispanic),Ages <15,Delay-adjusted Rates,2005,11.3669,9.7896,13.1264,,,,,
Female,Black (includes Hispanic),Ages <15,Delay-adjusted Rates,2006,11.3541,9.8146,13.0673,,,,,
Female,Black (includes Hispanic),Ages <15,Delay-adjusted Rates,2007,11.8892,10.3049,13.6473,,,,,
Female,Black (includes Hispanic),Ages <15,Delay-adjusted Rates,2008,12.431,10.8132,14.222,,,,,
Female,Black (includes Hispanic),Ages <15,Delay-adjusted Rates,2009,12.2121,10.6119,13.985,,,,,
Female,Black (includes Hispanic),Ages <15,Delay-adjusted Rates,2010,12.1638,10.5661,13.9341,,,,,
Female,Black (includes Hispanic),Ages <15,Delay-adjusted Rates,2011,13.1078,11.4464,14.9416,,,,,
Female,Black (includes Hispanic),Ages <15,Delay-adjusted Rates,2012,14.4486,12.6953,16.3751,,,,,
Female,Black (includes Hispanic),Ages <15,Delay-adjusted Rates,2013,13.308,11.6254,15.1644,,,,,
Female,Black (includes Hispanic),Ages <15,Delay-adjusted Rates,2014,13.4361,11.7409,15.3058,,,,,
Female,Black (includes Hispanic),Ages <15,Delay-adjusted Rates,2015,12.6027,10.9551,14.426,,,,,
Female,Black (includes Hispanic),Ages <15,Delay-adjusted Rates,2016,12.3344,10.6912,14.1552,,,,,
Female,Black (includes Hispanic),Ages 15-39,Observed Rates,2000,70.1093,66.9918,73.3337,2000-2016,0.6036,0.3834,0.8243,Trend is Rising
Female,Black (includes Hispanic),Ages 15-39,Observed Rates,2001,65.6443,62.6266,68.7689,,,,,
Female,Black (includes Hispanic),Ages 15-39,Observed Rates,2002,67.8598,64.7867,71.04,,,,,
Female,Black (includes Hispanic),Ages 15-39,Observed Rates,2003,70.2654,67.1195,73.519,,,,,
Female,Black (includes Hispanic),Ages 15-39,Observed Rates,2004,72.2826,69.0715,75.6023,,,,,
Female,Black (includes Hispanic),Ages 15-39,Observed Rates,2005,70.5221,67.2632,73.8955,,,,,
Female,Black (includes Hispanic),Ages 15-39,Observed Rates,2006,70.3911,67.1923,73.6998,,,,,
Female,Black (includes Hispanic),Ages 15-39,Observed Rates,2007,70.4531,67.2632,73.7521,,,,,
Female,Black (includes Hispanic),Ages 15-39,Observed Rates,2008,69.578,66.3981,72.8671,,,,,
Female,Black (includes Hispanic),Ages 15-39,Observed Rates,2009,72.3396,69.1051,75.6825,,,,,
Female,Black (includes Hispanic),Ages 15-39,Observed Rates,2010,70.513,67.3152,73.8193,,,,,
Female,Black (includes Hispanic),Ages 15-39,Observed Rates,2011,73.5291,70.2625,76.9042,,,,,
Female,Black (includes Hispanic),Ages 15-39,Observed Rates,2012,74.1147,70.8347,77.503,,,,,
Female,Black (includes Hispanic),Ages 15-39,Observed Rates,2013,72.8724,69.6392,76.2129,,,,,
Female,Black (includes Hispanic),Ages 15-39,Observed Rates,2014,73.5331,70.3087,76.8633,,,,,
Female,Black (includes Hispanic),Ages 15-39,Observed Rates,2015,74.1025,70.8879,77.4216,,,,,
Female,Black (includes Hispanic),Ages 15-39,Observed Rates,2016,76.4605,73.2201,79.8039,,,,,
Female,Black (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2000,70.1093,66.9918,73.3337,2000-2016,0.8273,0.5767,1.0786,Trend is Rising
Female,Black (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2001,65.6443,62.6266,68.7689,,,,,
Female,Black (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2002,67.8598,64.7867,71.04,,,,,
Female,Black (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2003,70.2654,67.1195,73.519,,,,,
Female,Black (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2004,72.2826,69.0715,75.6023,,,,,
Female,Black (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2005,70.5221,67.2632,73.8955,,,,,
Female,Black (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2006,70.3911,67.1923,73.6998,,,,,
Female,Black (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2007,70.4531,67.2632,73.7521,,,,,
Female,Black (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2008,69.7734,66.5846,73.0717,,,,,
Female,Black (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2009,72.7444,69.4918,76.1058,,,,,
Female,Black (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2010,71.1068,67.8821,74.4408,,,,,
Female,Black (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2011,74.3486,71.0455,77.761,,,,,
Female,Black (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2012,75.1585,71.8323,78.594,,,,,
Female,Black (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2013,74.09,70.8027,77.4856,,,,,
Female,Black (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2014,75.1013,71.8081,78.5019,,,,,
Female,Black (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2015,76.2962,72.9861,79.7128,,,,,
Female,Black (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2016,79.9989,76.608,83.4961,,,,,
Female,Black (includes Hispanic),Ages 40-64,Observed Rates,2000,530.471,520.1333,540.9619,2000-2016,0.2571,0.0997,0.4148,Trend is Rising
Female,Black (includes Hispanic),Ages 40-64,Observed Rates,2001,528.2822,518.13,538.5829,,,,,
Female,Black (includes Hispanic),Ages 40-64,Observed Rates,2002,542.3592,532.2521,552.6097,,,,,
Female,Black (includes Hispanic),Ages 40-64,Observed Rates,2003,538.3407,528.4433,548.3768,,,,,
Female,Black (includes Hispanic),Ages 40-64,Observed Rates,2004,547.104,537.289,557.0531,,,,,
Female,Black (includes Hispanic),Ages 40-64,Observed Rates,2005,539.3857,529.5272,549.3816,,,,,
Female,Black (includes Hispanic),Ages 40-64,Observed Rates,2006,537.5882,528.1049,547.1992,,,,,
Female,Black (includes Hispanic),Ages 40-64,Observed Rates,2007,546.5286,537.1097,556.0715,,,,,
Female,Black (includes Hispanic),Ages 40-64,Observed Rates,2008,544.8904,535.6147,554.287,,,,,
Female,Black (includes Hispanic),Ages 40-64,Observed Rates,2009,561.0657,551.7759,570.4734,,,,,
Female,Black (includes Hispanic),Ages 40-64,Observed Rates,2010,540.42,531.4298,549.5251,,,,,
Female,Black (includes Hispanic),Ages 40-64,Observed Rates,2011,554.1957,545.1982,563.3057,,,,,
Female,Black (includes Hispanic),Ages 40-64,Observed Rates,2012,558.4239,549.4593,567.4995,,,,,
Female,Black (includes Hispanic),Ages 40-64,Observed Rates,2013,546.9716,538.1454,555.9077,,,,,
Female,Black (includes Hispanic),Ages 40-64,Observed Rates,2014,567.2737,558.3091,576.3476,,,,,
Female,Black (includes Hispanic),Ages 40-64,Observed Rates,2015,554.975,546.1529,563.9055,,,,,
Female,Black (includes Hispanic),Ages 40-64,Observed Rates,2016,543.0988,534.3972,551.9083,,,,,
Female,Black (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2000,530.471,520.1333,540.9619,2000-2016,0.4964,0.359,0.634,Trend is Rising
Female,Black (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2001,528.2822,518.13,538.5829,,,,,
Female,Black (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2002,542.3592,532.2521,552.6097,,,,,
Female,Black (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2003,538.3407,528.4433,548.3768,,,,,
Female,Black (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2004,547.104,537.289,557.0531,,,,,
Female,Black (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2005,539.3857,529.5272,549.3816,,,,,
Female,Black (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2006,537.5882,528.1049,547.1992,,,,,
Female,Black (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2007,546.5286,537.1097,556.0715,,,,,
Female,Black (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2008,546.472,537.1693,555.8958,,,,,
Female,Black (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2009,564.3758,555.0312,573.8388,,,,,
Female,Black (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2010,545.1752,536.106,554.36,,,,,
Female,Black (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2011,560.6548,551.5525,569.8703,,,,,
