Sex,Race/Ethnicity,Age,Year,"Age-adjusted (AA) Rate per 100,000",AA Rate Lower Confidence Interval,AA Rate Upper Confidence Interval,Trend Year Range,Annual Percent Change (APC) (%),APC Lower Confidence Interval (%),APC Upper Confidence Interval (%),Trend Direction
Female,Black (includes Hispanic),Ages 15-39,2016,11.8487,11.0883,12.6461,,,,,
Female,Black (includes Hispanic),Ages 40-64,2000,209.1639,205.1582,213.2277,2000-2005,-1.4712,-2.1315,-0.8064,Trend is Falling
Female,Black (includes Hispanic),Ages 40-64,2001,207.3092,203.3879,211.2866,2005-2008,-2.8937,-5.643,-0.0644,Trend is Falling
Female,Black (includes Hispanic),Ages 40-64,2002,205.4887,201.6637,209.3677,2008-2016,-1.5092,-1.8103,-1.2073,Trend is Falling
Female,Black (includes Hispanic),Ages 40-64,2003,201.7471,198.0306,205.5155,,,,,
Female,Black (includes Hispanic),Ages 40-64,2004,195.0598,191.4793,198.6903,,,,,
Female,Black (includes Hispanic),Ages 40-64,2005,195.9851,192.4639,199.5544,,,,,
Female,Black (includes Hispanic),Ages 40-64,2006,189.3063,185.9048,192.7544,,,,,
Female,Black (includes Hispanic),Ages 40-64,2007,185.0602,181.7614,188.404,,,,,
Female,Black (includes Hispanic),Ages 40-64,2008,178.3323,175.1471,181.5612,,,,,
Female,Black (includes Hispanic),Ages 40-64,2009,174.4719,171.3767,177.6095,,,,,
Female,Black (includes Hispanic),Ages 40-64,2010,173.1509,170.1221,176.2207,,,,,
Female,Black (includes Hispanic),Ages 40-64,2011,173.2242,170.2347,176.2537,,,,,
Female,Black (includes Hispanic),Ages 40-64,2012,167.429,164.5215,170.3758,,,,,
Female,Black (includes Hispanic),Ages 40-64,2013,164.6114,161.7522,167.5095,,,,,
Female,Black (includes Hispanic),Ages 40-64,2014,163.9166,161.0842,166.7873,,,,,
Female,Black (includes Hispanic),Ages 40-64,2015,159.3327,156.5606,162.1428,,,,,
Female,Black (includes Hispanic),Ages 40-64,2016,158.8054,156.0491,161.5994,,,,,
Female,Black (includes Hispanic),Ages 65-74,2000,754.776,737.5665,772.2854,2000-2016,-1.6727,-1.7988,-1.5464,Trend is Falling
Female,Black (includes Hispanic),Ages 65-74,2001,747.2941,730.2581,764.6267,,,,,
Female,Black (includes Hispanic),Ages 65-74,2002,738.5288,721.6753,755.676,,,,,
Female,Black (includes Hispanic),Ages 65-74,2003,710.4135,693.9983,727.1183,,,,,
Female,Black (includes Hispanic),Ages 65-74,2004,700.3253,684.1448,716.7914,,,,,
Female,Black (includes Hispanic),Ages 65-74,2005,673.4457,657.7203,689.4515,,,,,
Female,Black (includes Hispanic),Ages 65-74,2006,665.5467,650.0901,681.2775,,,,,
Female,Black (includes Hispanic),Ages 65-74,2007,671.7105,656.3536,687.3354,,,,,
Female,Black (includes Hispanic),Ages 65-74,2008,658.0128,643.0307,673.2555,,,,,
Female,Black (includes Hispanic),Ages 65-74,2009,647.0773,632.3846,662.0242,,,,,
Female,Black (includes Hispanic),Ages 65-74,2010,635.6351,621.2771,650.2403,,,,,
Female,Black (includes Hispanic),Ages 65-74,2011,632.3353,618.2258,646.6849,,,,,
Female,Black (includes Hispanic),Ages 65-74,2012,629.0047,615.2482,642.9901,,,,,
Female,Black (includes Hispanic),Ages 65-74,2013,603.3988,590.2864,616.7281,,,,,
Female,Black (includes Hispanic),Ages 65-74,2014,593.8343,581.173,606.7012,,,,,
Female,Black (includes Hispanic),Ages 65-74,2015,579.296,567.0778,591.71,,,,,
Female,Black (includes Hispanic),Ages 65-74,2016,572.3517,560.5114,584.3783,,,,,
Female,Black (includes Hispanic),Ages 75+,2000,1220.0177,1196.3554,1244.03,2000-2002,0.8599,-2.1204,3.931,Stable
Female,Black (includes Hispanic),Ages 75+,2001,1221.9756,1198.4305,1245.8667,2002-2016,-1.4582,-1.5921,-1.3241,Trend is Falling
Female,Black (includes Hispanic),Ages 75+,2002,1233.1308,1209.6286,1256.9747,,,,,
Female,Black (includes Hispanic),Ages 75+,2003,1235.5958,1212.2235,1259.3052,,,,,
Female,Black (includes Hispanic),Ages 75+,2004,1194.1371,1171.2948,1217.3126,,,,,
Female,Black (includes Hispanic),Ages 75+,2005,1185.6508,1163.1125,1208.5157,,,,,
Female,Black (includes Hispanic),Ages 75+,2006,1168.0232,1145.8029,1190.5656,,,,,
Female,Black (includes Hispanic),Ages 75+,2007,1156.2611,1134.3158,1178.5235,,,,,
Female,Black (includes Hispanic),Ages 75+,2008,1121.5393,1100.1537,1143.2357,,,,,
Female,Black (includes Hispanic),Ages 75+,2009,1104.0622,1083.0062,1125.424,,,,,
Female,Black (includes Hispanic),Ages 75+,2010,1101.2793,1080.5197,1122.3369,,,,,
Female,Black (includes Hispanic),Ages 75+,2011,1103.3612,1082.8287,1124.1845,,,,,
Female,Black (includes Hispanic),Ages 75+,2012,1066.7681,1046.8147,1087.0056,,,,,
Female,Black (includes Hispanic),Ages 75+,2013,1064.0638,1044.3814,1084.0233,,,,,
Female,Black (includes Hispanic),Ages 75+,2014,1045.2042,1025.9517,1064.7268,,,,,
Female,Black (includes Hispanic),Ages 75+,2015,1010.9955,992.3509,1029.9019,,,,,
Female,Black (includes Hispanic),Ages 75+,2016,1003.8889,985.5817,1022.4503,,,,,
Female,Black (includes Hispanic),Ages < 20,2000,2.5129,2.1384,2.934,2000-2016,-0.9967,-1.8893,-0.096,Trend is Falling
Female,Black (includes Hispanic),Ages < 20,2001,2.1721,1.827,2.5634,,,,,
Female,Black (includes Hispanic),Ages < 20,2002,2.5222,2.1496,2.9407,,,,,
Female,Black (includes Hispanic),Ages < 20,2003,2.1813,1.8381,2.5701,,,,,
Female,Black (includes Hispanic),Ages < 20,2004,2.6709,2.2905,3.0966,,,,,
Female,Black (includes Hispanic),Ages < 20,2005,2.1909,1.8485,2.5785,,,,,
Female,Black (includes Hispanic),Ages < 20,2006,2.0848,1.7522,2.4621,,,,,
Female,Black (includes Hispanic),Ages < 20,2007,2.1573,1.821,2.5376,,,,,
Female,Black (includes Hispanic),Ages < 20,2008,2.2155,1.8745,2.6004,,,,,
Female,Black (includes Hispanic),Ages < 20,2009,2.3384,1.9895,2.7309,,,,,
Female,Black (includes Hispanic),Ages < 20,2010,2.303,1.9563,2.6933,,,,,
Female,Black (includes Hispanic),Ages < 20,2011,1.8373,1.5291,2.1895,,,,,
Female,Black (includes Hispanic),Ages < 20,2012,1.9403,1.6221,2.3026,,,,,
Female,Black (includes Hispanic),Ages < 20,2013,2.0863,1.7561,2.4606,,,,,
Female,Black (includes Hispanic),Ages < 20,2014,2.1119,1.7788,2.4892,,,,,
Female,Black (includes Hispanic),Ages < 20,2015,1.9779,1.6559,2.344,,,,,
Female,Black (includes Hispanic),Ages < 20,2016,2.331,1.9806,2.7255,,,,,
Female,Hispanic (any race),All Ages,2000,110.1648,107.9344,112.4256,2000-2016,-1.0119,-1.1112,-0.9125,Trend is Falling
Female,Hispanic (any race),All Ages,2001,109.9831,107.8136,112.1814,,,,,
Female,Hispanic (any race),All Ages,2002,109.1311,107.015,111.2749,,,,,
Female,Hispanic (any race),All Ages,2003,108.5943,106.5361,110.6789,,,,,
Female,Hispanic (any race),All Ages,2004,104.6488,102.6771,106.6456,,,,,
Female,Hispanic (any race),All Ages,2005,105.7294,103.8002,107.6823,,,,,
Female,Hispanic (any race),All Ages,2006,104.5625,102.6925,106.4551,,,,,
Female,Hispanic (any race),All Ages,2007,102.2243,100.4228,104.0474,,,,,
Female,Hispanic (any race),All Ages,2008,100.682,98.9349,102.4496,,,,,
Female,Hispanic (any race),All Ages,2009,100.2406,98.539,101.9619,,,,,
Female,Hispanic (any race),All Ages,2010,98.608,96.9644,100.2703,,,,,
Female,Hispanic (any race),All Ages,2011,97.7805,96.1817,99.3972,,,,,
Female,Hispanic (any race),All Ages,2012,99.3558,97.788,100.9405,,,,,
Female,Hispanic (any race),All Ages,2013,97.4731,95.9585,99.0039,,,,,
Female,Hispanic (any race),All Ages,2014,96.3187,94.8514,97.8014,,,,,
Female,Hispanic (any race),All Ages,2015,94.4967,93.0801,95.9281,,,,,
Female,Hispanic (any race),All Ages,2016,94.1525,92.7719,95.5472,,,,,
Female,Hispanic (any race),Ages < 50,2000,16.5057,15.7398,17.2966,2000-2016,-1.0593,-1.4419,-0.6753,Trend is Falling
Female,Hispanic (any race),Ages < 50,2001,16.096,15.3607,16.855,,,,,
Female,Hispanic (any race),Ages < 50,2002,15.673,14.9665,16.402,,,,,
Female,Hispanic (any race),Ages < 50,2003,15.2673,14.5848,15.9715,,,,,
Female,Hispanic (any race),Ages < 50,2004,14.0916,13.4526,14.7513,,,,,
Female,Hispanic (any race),Ages < 50,2005,14.6421,14.0034,15.3007,,,,,
Female,Hispanic (any race),Ages < 50,2006,14.9857,14.3543,15.6361,,,,,
Female,Hispanic (any race),Ages < 50,2007,14.9484,14.3311,15.584,,,,,
Female,Hispanic (any race),Ages < 50,2008,14.1279,13.5385,14.7349,,,,,
Female,Hispanic (any race),Ages < 50,2009,13.9379,13.3617,14.5313,,,,,
Female,Hispanic (any race),Ages < 50,2010,13.8349,13.2689,14.4177,,,,,
Female,Hispanic (any race),Ages < 50,2011,12.8865,12.3487,13.4404,,,,,
Female,Hispanic (any race),Ages < 50,2012,14.0354,13.4797,14.6071,,,,,
Female,Hispanic (any race),Ages < 50,2013,13.8275,13.2827,14.3878,,,,,
Female,Hispanic (any race),Ages < 50,2014,13.5533,13.0177,14.1043,,,,,
Female,Hispanic (any race),Ages < 50,2015,13.6049,13.0747,14.1502,,,,,
Female,Hispanic (any race),Ages < 50,2016,13.9225,13.3925,14.4671,,,,,
Female,Hispanic (any race),Ages 50-64,2000,154.4368,148.4242,160.6302,2000-2016,-1.1912,-1.4141,-0.9677,Trend is Falling
Female,Hispanic (any race),Ages 50-64,2001,162.034,156.0394,168.1995,,,,,
Female,Hispanic (any race),Ages 50-64,2002,148.2804,142.7083,154.0139,,,,,
Female,Hispanic (any race),Ages 50-64,2003,151.2863,145.8255,156.8989,,,,,
Female,Hispanic (any race),Ages 50-64,2004,145.6025,140.3966,150.9517,,,,,
Female,Hispanic (any race),Ages 50-64,2005,144.0976,139.0758,149.254,,,,,
Female,Hispanic (any race),Ages 50-64,2006,143.6934,138.8269,148.6866,,,,,
Female,Hispanic (any race),Ages 50-64,2007,139.3778,134.741,144.1333,,,,,
Female,Hispanic (any race),Ages 50-64,2008,138.6976,134.2049,143.3022,,,,,
Female,Hispanic (any race),Ages 50-64,2009,136.2263,131.901,140.6572,,,,,
Female,Hispanic (any race),Ages 50-64,2010,134.3071,130.1433,138.5702,,,,,
Female,Hispanic (any race),Ages 50-64,2011,130.4075,126.4119,134.4972,,,,,
Female,Hispanic (any race),Ages 50-64,2012,134.3114,130.3474,138.3652,,,,,
Female,Hispanic (any race),Ages 50-64,2013,131.9924,128.153,135.9176,,,,,
Female,Hispanic (any race),Ages 50-64,2014,131.7837,128.0372,135.612,,,,,
Female,Hispanic (any race),Ages 50-64,2015,130.5793,126.9348,134.3019,,,,,
Female,Hispanic (any race),Ages 50-64,2016,129.6986,126.1443,133.3278,,,,,
Female,Hispanic (any race),Ages 65+,2000,593.9017,578.4141,609.6978,2000-2016,-0.9552,-1.0768,-0.8335,Trend is Falling
Female,Hispanic (any race),Ages 65+,2001,585.7957,570.7959,601.0886,,,,,
Female,Hispanic (any race),Ages 65+,2002,597.7964,582.996,612.876,,,,,
Female,Hispanic (any race),Ages 65+,2003,592.305,577.923,606.9528,,,,,
Female,Hispanic (any race),Ages 65+,2004,574.563,560.7485,588.6305,,,,,
Female,Hispanic (any race),Ages 65+,2005,581.7461,568.2118,595.5203,,,,,
Female,Hispanic (any race),Ages 65+,2006,571.0261,557.9249,584.356,,,,,
Female,Hispanic (any race),Ages 65+,2007,557.8597,545.2248,570.7124,,,,,
Female,Hispanic (any race),Ages 65+,2008,551.1614,538.8911,563.6394,,,,,
Female,Hispanic (any race),Ages 65+,2009,551.6893,539.7153,563.8608,,,,,
Female,Hispanic (any race),Ages 65+,2010,541.6386,530.0802,553.3847,,,,,
Female,Hispanic (any race),Ages 65+,2011,545.149,533.8568,556.6189,,,,,
Female,Hispanic (any race),Ages 65+,2012,546.4019,535.3981,557.5741,,,,,
Female,Hispanic (any race),Ages 65+,2013,535.448,524.8351,546.2207,,,,,
Female,Hispanic (any race),Ages 65+,2014,528.1313,517.8771,538.5366,,,,,
Female,Hispanic (any race),Ages 65+,2015,514.8488,504.9854,524.8555,,,,,
Female,Hispanic (any race),Ages 65+,2016,511.3521,501.7648,521.0757,,,,,
Female,Hispanic (any race),Ages <15,2000,2.238,1.8463,2.6874,2000-2016,-1.8859,-2.6188,-1.1475,Trend is Falling
Female,Hispanic (any race),Ages <15,2001,2.5601,2.1479,3.0273,,,,,
Female,Hispanic (any race),Ages <15,2002,2.6629,2.2487,3.1302,,,,,
Female,Hispanic (any race),Ages <15,2003,2.462,2.0712,2.9042,,,,,
Female,Hispanic (any race),Ages <15,2004,2.4512,2.0682,2.8838,,,,,
Female,Hispanic (any race),Ages <15,2005,2.2271,1.8658,2.6369,,,,,
Female,Hispanic (any race),Ages <15,2006,2.056,1.7152,2.4436,,,,,
Female,Hispanic (any race),Ages <15,2007,2.4254,2.0584,2.838,,,,,
Female,Hispanic (any race),Ages <15,2008,2.2302,1.8873,2.6167,,,,,
Female,Hispanic (any race),Ages <15,2009,2.3241,1.9788,2.7119,,,,,
Female,Hispanic (any race),Ages <15,2010,2.0024,1.6837,2.3633,,,,,
Female,Hispanic (any race),Ages <15,2011,2.0081,1.6939,2.3633,,,,,
Female,Hispanic (any race),Ages <15,2012,2.1061,1.7851,2.4679,,,,,
Female,Hispanic (any race),Ages <15,2013,2.087,1.769,2.4454,,,,,
Female,Hispanic (any race),Ages <15,2014,1.8306,1.5366,2.1643,,,,,
Female,Hispanic (any race),Ages <15,2015,1.736,1.4502,2.0613,,,,,
Female,Hispanic (any race),Ages <15,2016,2.0105,1.7044,2.3556,,,,,
Female,Hispanic (any race),Ages 15-39,2000,9.6443,8.915,10.4159,2000-2004,-4.1807,-7.3515,-0.9015,Trend is Falling
Female,Hispanic (any race),Ages 15-39,2001,9.3332,8.6297,10.0774,2004-2007,4.0302,-6.0503,15.1923,Stable
Female,Hispanic (any race),Ages 15-39,2002,9.0256,8.3463,9.7441,2007-2010,-5.8522,-14.7466,3.9701,Stable
Female,Hispanic (any race),Ages 15-39,2003,8.5137,7.8649,9.2004,2010-2016,2.4662,0.8508,4.1075,Trend is Rising
Female,Hispanic (any race),Ages 15-39,2004,8.2871,7.6562,8.9549,,,,,
Female,Hispanic (any race),Ages 15-39,2005,8.1794,7.5638,8.8306,,,,,
Female,Hispanic (any race),Ages 15-39,2006,9.129,8.4893,9.803,,,,,
Female,Hispanic (any race),Ages 15-39,2007,9.2988,8.6646,9.9661,,,,,
Female,Hispanic (any race),Ages 15-39,2008,8.5751,7.9753,9.2071,,,,,
Female,Hispanic (any race),Ages 15-39,2009,7.9396,7.3703,8.5402,,,,,
Female,Hispanic (any race),Ages 15-39,2010,7.6849,7.1347,8.2655,,,,,
Female,Hispanic (any race),Ages 15-39,2011,8.0036,7.442,8.5954,,,,,
Female,Hispanic (any race),Ages 15-39,2012,8.0381,7.4827,8.6231,,,,,
Female,Hispanic (any race),Ages 15-39,2013,8.723,8.1456,9.3296,,,,,
Female,Hispanic (any race),Ages 15-39,2014,8.2151,7.6566,8.8026,,,,,
Female,Hispanic (any race),Ages 15-39,2015,8.5002,7.9378,9.091,,,,,
Female,Hispanic (any race),Ages 15-39,2016,9,8.4238,9.6042,,,,,
Female,Hispanic (any race),Ages 40-64,2000,102.6555,99.2861,106.1091,2000-2016,-1.2038,-1.4467,-0.9604,Trend is Falling
Female,Hispanic (any race),Ages 40-64,2001,105.5643,102.2359,108.9725,,,,,
Female,Hispanic (any race),Ages 40-64,2002,98.0576,94.9439,101.2464,,,,,
Female,Hispanic (any race),Ages 40-64,2003,99.3148,96.2701,102.4304,,,,,
Female,Hispanic (any race),Ages 40-64,2004,93.9832,91.1,96.9337,,,,,
Female,Hispanic (any race),Ages 40-64,2005,94.8356,92.0274,97.7069,,,,,
Female,Hispanic (any race),Ages 40-64,2006,94.4659,91.7414,97.2502,,,,,
Female,Hispanic (any race),Ages 40-64,2007,91.7886,89.1828,94.4507,,,,,
Female,Hispanic (any race),Ages 40-64,2008,90.4824,87.9637,93.0546,,,,,
Female,Hispanic (any race),Ages 40-64,2009,89.4867,87.0484,91.9756,,,,,
Female,Hispanic (any race),Ages 40-64,2010,88.8192,86.4563,91.2301,,,,,
Female,Hispanic (any race),Ages 40-64,2011,84.2606,82.0125,86.5546,,,,,
Female,Hispanic (any race),Ages 40-64,2012,88.8128,86.552,91.1177,,,,,
Female,Hispanic (any race),Ages 40-64,2013,86.3872,84.2027,88.6139,,,,,
Female,Hispanic (any race),Ages 40-64,2014,86.4058,84.2655,88.5867,,,,,
Female,Hispanic (any race),Ages 40-64,2015,85.6682,83.5801,87.7955,,,,,
Female,Hispanic (any race),Ages 40-64,2016,85.212,83.1694,87.2923,,,,,
Female,Hispanic (any race),Ages 65-74,2000,410.3697,394.3195,426.9042,2000-2016,-1.2332,-1.3973,-1.0689,Trend is Falling
Female,Hispanic (any race),Ages 65-74,2001,400.2527,384.7044,416.2668,,,,,
Female,Hispanic (any race),Ages 65-74,2002,400.3191,385.0539,416.0329,,,,,
Female,Hispanic (any race),Ages 65-74,2003,382.6332,367.9819,397.717,,,,,
Female,Hispanic (any race),Ages 65-74,2004,383.9143,369.4818,398.7648,,,,,
Female,Hispanic (any race),Ages 65-74,2005,386.0671,371.8429,400.6945,,,,,
Female,Hispanic (any race),Ages 65-74,2006,373.6045,359.8751,387.722,,,,,
Female,Hispanic (any race),Ages 65-74,2007,365.3142,352.0235,378.9768,,,,,
Female,Hispanic (any race),Ages 65-74,2008,351.5439,338.8145,364.6277,,,,,
Female,Hispanic (any race),Ages 65-74,2009,356.8679,344.3607,369.712,,,,,
Female,Hispanic (any race),Ages 65-74,2010,358.1182,345.8445,370.7146,,,,,
Female,Hispanic (any race),Ages 65-74,2011,353.7263,341.822,365.9379,,,,,
Female,Hispanic (any race),Ages 65-74,2012,348.1629,336.6768,359.9393,,,,,
Female,Hispanic (any race),Ages 65-74,2013,347.7681,336.5991,359.2114,,,,,
Female,Hispanic (any race),Ages 65-74,2014,343.569,332.7982,354.5983,,,,,
Female,Hispanic (any race),Ages 65-74,2015,340.9955,330.5445,351.691,,,,,
Female,Hispanic (any race),Ages 65-74,2016,326.0041,316.1078,336.1301,,,,,
Female,Hispanic (any race),Ages 75+,2000,794.7256,767.5511,822.6173,2000-2016,-0.8146,-1.0016,-0.6272,Trend is Falling
Female,Hispanic (any race),Ages 75+,2001,788.82,762.502,815.8149,,,,,
Female,Hispanic (any race),Ages 75+,2002,813.8793,787.854,840.5453,,,,,
Female,Hispanic (any race),Ages 75+,2003,821.7315,796.3124,847.7554,,,,,
Female,Hispanic (any race),Ages 75+,2004,783.1741,759.0112,807.9101,,,,,
Female,Hispanic (any race),Ages 75+,2005,795.8615,772.247,820.0145,,,,,
Female,Hispanic (any race),Ages 75+,2006,787.0481,764.1599,810.4474,,,,,
Female,Hispanic (any race),Ages 75+,2007,768.5462,746.5079,791.0699,,,,,
Female,Hispanic (any race),Ages 75+,2008,769.5862,748.0549,791.5797,,,,,
Female,Hispanic (any race),Ages 75+,2009,764.8662,743.9143,786.2582,,,,,
Female,Hispanic (any race),Ages 75+,2010,742.4498,722.3696,762.9464,,,,,
Female,Hispanic (any race),Ages 75+,2011,754.6069,734.9244,774.6828,,,,,
Female,Hispanic (any race),Ages 75+,2012,763.3184,744.0545,782.955,,,,,
Female,Hispanic (any race),Ages 75+,2013,740.8106,722.2957,759.68,,,,,
Female,Hispanic (any race),Ages 75+,2014,730.0824,712.1776,748.3238,,,,,
Female,Hispanic (any race),Ages 75+,2015,705.0819,687.9248,722.5589,,,,,
Female,Hispanic (any race),Ages 75+,2016,714.163,697.2966,731.3344,,,,,
Female,Hispanic (any race),Ages < 20,2000,2.5165,2.1455,2.9324,2000-2016,-1.7496,-2.3913,-1.1036,Trend is Falling
Female,Hispanic (any race),Ages < 20,2001,2.7004,2.3235,3.1202,,,,,
Female,Hispanic (any race),Ages < 20,2002,2.6276,2.2629,3.0335,,,,,
Female,Hispanic (any race),Ages < 20,2003,2.3489,2.0114,2.7264,,,,,
Female,Hispanic (any race),Ages < 20,2004,2.4694,2.1281,2.8493,,,,,
Female,Hispanic (any race),Ages < 20,2005,2.3835,2.0518,2.7528,,,,,
Female,Hispanic (any race),Ages < 20,2006,2.2206,1.9068,2.5705,,,,,
Female,Hispanic (any race),Ages < 20,2007,2.4782,2.1517,2.8395,,,,,
Female,Hispanic (any race),Ages < 20,2008,2.4875,2.167,2.8414,,,,,
Female,Hispanic (any race),Ages < 20,2009,2.4446,2.1326,2.789,,,,,
Female,Hispanic (any race),Ages < 20,2010,1.9691,1.692,2.2782,,,,,
Female,Hispanic (any race),Ages < 20,2011,2.2653,1.9699,2.5921,,,,,
Female,Hispanic (any race),Ages < 20,2012,2.2222,1.9312,2.5444,,,,,
Female,Hispanic (any race),Ages < 20,2013,2.1352,1.8517,2.4496,,,,,
Female,Hispanic (any race),Ages < 20,2014,1.937,1.6696,2.235,,,,,
Female,Hispanic (any race),Ages < 20,2015,1.9103,1.6453,2.2056,,,,,
Female,Hispanic (any race),Ages < 20,2016,2.0499,1.778,2.3515,,,,,
Female,Non-Hispanic White,All Ages,2000,169.0021,168.2913,169.7153,2000-2016,-1.2636,-1.2918,-1.2354,Trend is Falling
Female,Non-Hispanic White,All Ages,2001,166.8188,166.1146,167.5254,,,,,
Female,Non-Hispanic White,All Ages,2002,165.758,165.0593,166.4592,,,,,
Female,Non-Hispanic White,All Ages,2003,163.6948,163.0037,164.3884,,,,,
Female,Non-Hispanic White,All Ages,2004,160.9848,160.3017,161.6704,,,,,
Female,Non-Hispanic White,All Ages,2005,159.568,158.8904,160.248,,,,,
Female,Non-Hispanic White,All Ages,2006,158.1074,157.4352,158.7821,,,,,
Female,Non-Hispanic White,All Ages,2007,155.5905,154.9266,156.2567,,,,,
Female,Non-Hispanic White,All Ages,2008,152.9923,152.3374,153.6495,,,,,
Female,Non-Hispanic White,All Ages,2009,151.2381,150.5887,151.89,,,,,
Female,Non-Hispanic White,All Ages,2010,149.5513,148.909,150.1959,,,,,
Female,Non-Hispanic White,All Ages,2011,147.2442,146.6093,147.8815,,,,,
Female,Non-Hispanic White,All Ages,2012,145.503,144.8755,146.1329,,,,,
Female,Non-Hispanic White,All Ages,2013,143.4006,142.7808,144.0227,,,,,
Female,Non-Hispanic White,All Ages,2014,142.161,141.5473,142.777,,,,,
Female,Non-Hispanic White,All Ages,2015,140.1882,139.5821,140.7965,,,,,
Female,Non-Hispanic White,All Ages,2016,138.3003,137.7007,138.9021,,,,,
Female,Non-Hispanic White,Ages < 50,2000,21.0333,20.7007,21.37,2000-2016,-1.5343,-1.6828,-1.3856,Trend is Falling
Female,Non-Hispanic White,Ages < 50,2001,21.5392,21.2028,21.8798,,,,,
Female,Non-Hispanic White,Ages < 50,2002,21.0749,20.7419,21.412,,,,,
Female,Non-Hispanic White,Ages < 50,2003,20.4064,20.0779,20.7392,,,,,
Female,Non-Hispanic White,Ages < 50,2004,19.9864,19.6604,20.3168,,,,,
Female,Non-Hispanic White,Ages < 50,2005,20.0986,19.7703,20.4311,,,,,
Female,Non-Hispanic White,Ages < 50,2006,19.6464,19.32,19.9772,,,,,
Female,Non-Hispanic White,Ages < 50,2007,19.3244,18.9979,19.6552,,,,,
Female,Non-Hispanic White,Ages < 50,2008,18.7054,18.3815,19.0339,,,,,
Female,Non-Hispanic White,Ages < 50,2009,19.2348,18.9031,19.5711,,,,,
Female,Non-Hispanic White,Ages < 50,2010,18.1561,17.831,18.4857,,,,,
Female,Non-Hispanic White,Ages < 50,2011,17.9532,17.6266,18.2845,,,,,
Female,Non-Hispanic White,Ages < 50,2012,17.7258,17.3979,18.0585,,,,,
Female,Non-Hispanic White,Ages < 50,2013,17.7108,17.3793,18.0471,,,,,
Female,Non-Hispanic White,Ages < 50,2014,17.4334,17.1012,17.7704,,,,,
Female,Non-Hispanic White,Ages < 50,2015,16.817,16.4884,17.1506,,,,,
Female,Non-Hispanic White,Ages < 50,2016,16.9017,16.5708,17.2375,,,,,
Female,Non-Hispanic White,Ages 50-64,2000,255.9202,253.5181,258.3394,2000-2008,-2.2124,-2.3658,-2.0588,Trend is Falling
Female,Non-Hispanic White,Ages 50-64,2001,249.9244,247.5831,252.2823,2008-2016,-1.0862,-1.2385,-0.9336,Trend is Falling
Female,Non-Hispanic White,Ages 50-64,2002,245.2101,242.9345,247.5018,,,,,
Female,Non-Hispanic White,Ages 50-64,2003,240.7889,238.5748,243.0185,,,,,
Female,Non-Hispanic White,Ages 50-64,2004,233.1458,231.0031,235.3035,,,,,
Female,Non-Hispanic White,Ages 50-64,2005,229.7975,227.7028,231.9068,,,,,
Female,Non-Hispanic White,Ages 50-64,2006,226.817,224.7641,228.884,,,,,
Female,Non-Hispanic White,Ages 50-64,2007,218.9105,216.9281,220.9066,,,,,
Female,Non-Hispanic White,Ages 50-64,2008,213.1797,211.2439,215.1289,,,,,
Female,Non-Hispanic White,Ages 50-64,2009,212.7214,210.8093,214.6466,,,,,
Female,Non-Hispanic White,Ages 50-64,2010,208.8045,206.9321,210.6897,,,,,
Female,Non-Hispanic White,Ages 50-64,2011,206.5044,204.6611,208.3602,,,,,
Female,Non-Hispanic White,Ages 50-64,2012,205.3972,203.5587,207.2482,,,,,
Female,Non-Hispanic White,Ages 50-64,2013,202.2606,200.4385,204.0952,,,,,
Female,Non-Hispanic White,Ages 50-64,2014,201.7262,199.9092,203.5557,,,,,
Female,Non-Hispanic White,Ages 50-64,2015,198.7931,196.9893,200.6094,,,,,
Female,Non-Hispanic White,Ages 50-64,2016,196.2789,194.483,198.0875,,,,,
Female,Non-Hispanic White,Ages 65+,2000,913.1006,908.6474,917.5703,2000-2007,-0.8215,-0.9459,-0.6969,Trend is Falling
Female,Non-Hispanic White,Ages 65+,2001,900.0435,895.6201,904.4833,2007-2016,-1.3062,-1.3916,-1.2207,Trend is Falling
Female,Non-Hispanic White,Ages 65+,2002,899.9027,895.4767,904.3452,,,,,
Female,Non-Hispanic White,Ages 65+,2003,892.6515,888.2451,897.0744,,,,,
Female,Non-Hispanic White,Ages 65+,2004,882.683,878.2989,887.0836,,,,,
Female,Non-Hispanic White,Ages 65+,2005,874.8036,870.4458,879.1778,,,,,
Female,Non-Hispanic White,Ages 65+,2006,869.3725,865.0339,873.7275,,,,,
Female,Non-Hispanic White,Ages 65+,2007,860.6834,856.3798,865.0032,,,,,
Female,Non-Hispanic White,Ages 65+,2008,850.4695,846.2164,854.7386,,,,,
Female,Non-Hispanic White,Ages 65+,2009,834.1027,829.9065,838.3149,,,,,
Female,Non-Hispanic White,Ages 65+,2010,831.5801,827.4105,835.7653,,,,,
Female,Non-Hispanic White,Ages 65+,2011,817.2165,813.1035,821.3452,,,,,
Female,Non-Hispanic White,Ages 65+,2012,806.0554,802.015,810.1111,,,,,
Female,Non-Hispanic White,Ages 65+,2013,793.2283,789.2627,797.2088,,,,,
Female,Non-Hispanic White,Ages 65+,2014,785.6425,781.7345,789.5652,,,,,
Female,Non-Hispanic White,Ages 65+,2015,777.0423,773.1911,780.9079,,,,,
Female,Non-Hispanic White,Ages 65+,2016,764.6031,760.8172,768.4031,,,,,
Female,Non-Hispanic White,Ages <15,2000,2.3506,2.1323,2.5853,2000-2016,-1.5932,-2.2007,-0.9819,Trend is Falling
