Sex,Race/Ethnicity,Age,Year,"Age-adjusted (AA) Rate per 100,000",AA Rate Lower Confidence Interval,AA Rate Upper Confidence Interval,Trend Year Range,Annual Percent Change (APC) (%),APC Lower Confidence Interval (%),APC Upper Confidence Interval (%),Trend Direction,Type,,,
Female,Hispanic (any race),All Ages,2012,4.1569,3.8348,4.4966,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),All Ages,2013,3.8681,3.5661,4.1869,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),All Ages,2014,3.8125,3.5175,4.1237,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),All Ages,2015,3.4343,3.1618,3.7221,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),All Ages,2016,3.7236,3.4436,4.0185,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages < 50,2000,0.6094,0.471,0.773,2000-2016,-3.0497,-4.6881,-1.3831,Trend is Falling,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages < 50,2001,0.5072,0.3851,0.6531,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages < 50,2002,0.6131,0.4826,0.766,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages < 50,2003,0.5968,0.4694,0.7461,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages < 50,2004,0.4413,0.3377,0.5651,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages < 50,2005,0.4295,0.3277,0.5511,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages < 50,2006,0.3882,0.2933,0.5022,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages < 50,2007,0.5705,0.4571,0.7021,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages < 50,2008,0.3835,0.2923,0.4927,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages < 50,2009,0.4441,0.3474,0.5579,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages < 50,2010,0.4314,0.337,0.5425,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages < 50,2011,0.3305,0.2511,0.4259,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages < 50,2012,0.3922,0.3064,0.4937,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages < 50,2013,0.4995,0.4014,0.6134,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages < 50,2014,0.365,0.2826,0.4628,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages < 50,2015,0.4038,0.317,0.5059,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages < 50,2016,0.276,0.2052,0.3622,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 50-64,2000,6.362,5.1869,7.7231,2000-2016,-4.4068,-5.513,-3.2876,Trend is Falling,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 50-64,2001,6.7369,5.5562,8.0934,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 50-64,2002,5.6981,4.6451,6.9175,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 50-64,2003,5.0561,4.0992,6.169,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 50-64,2004,4.3846,3.5202,5.3965,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 50-64,2005,5.4428,4.4999,6.5243,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 50-64,2006,5.1132,4.2274,6.1291,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 50-64,2007,5.2872,4.4134,6.2829,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 50-64,2008,4.7148,3.9148,5.6297,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 50-64,2009,4.0692,3.3503,4.8965,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 50-64,2010,3.5079,2.8631,4.2544,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 50-64,2011,4.1706,3.4819,4.9557,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 50-64,2012,4.496,3.7938,5.2902,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 50-64,2013,3.9529,3.3118,4.6819,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 50-64,2014,3.2394,2.6743,3.8884,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 50-64,2015,2.9248,2.4015,3.5284,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 50-64,2016,2.9114,2.4014,3.498,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 65+,2000,30.5311,27.1092,34.2648,2000-2016,-1.5489,-2.2258,-0.8672,Trend is Falling,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 65+,2001,25.7912,22.6896,29.1945,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 65+,2002,32.1096,28.75,35.7523,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 65+,2003,28.7745,25.6516,32.1696,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 65+,2004,26.4815,23.5686,29.6527,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 65+,2005,28.6361,25.6828,31.8339,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 65+,2006,26.2418,23.4968,29.2185,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 65+,2007,26.5459,23.8267,29.488,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 65+,2008,25.8855,23.2692,28.7136,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 65+,2009,27.1678,24.5459,29.9913,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 65+,2010,28.4157,25.8105,31.2114,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 65+,2011,26.3181,23.8681,28.9495,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 65+,2012,25.3103,22.9722,27.8202,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 65+,2013,23.0554,20.8817,25.3921,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 65+,2014,24.2326,22.0644,26.5549,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 65+,2015,21.3907,19.4046,23.5233,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 65+,2016,24.4273,22.3503,26.6438,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages <15,2000,-,-,-,2000-2016,-,-,-,-,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages <15,2001,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages <15,2002,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages <15,2003,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages <15,2004,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages <15,2005,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages <15,2006,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages <15,2007,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages <15,2008,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages <15,2009,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages <15,2010,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages <15,2011,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages <15,2012,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages <15,2013,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages <15,2014,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages <15,2015,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages <15,2016,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 15-39,2000,0.403,0.2685,0.5804,2000-2016,-,-,-,-,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 15-39,2001,0.4175,0.2823,0.5939,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 15-39,2002,0.461,0.3198,0.6422,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 15-39,2003,0.3927,0.2658,0.5582,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 15-39,2004,0.4305,0.3004,0.5974,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 15-39,2005,0.3477,0.2319,0.5,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 15-39,2006,0.2681,0.1712,0.3997,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 15-39,2007,0.4875,0.3532,0.6554,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 15-39,2008,0.2834,0.1845,0.4155,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 15-39,2009,0.3136,0.2108,0.4484,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 15-39,2010,0.2821,0.1869,0.4082,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 15-39,2011,0.284,0.1897,0.4087,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 15-39,2012,0.3543,0.2474,0.4911,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 15-39,2013,0.485,0.3568,0.6434,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 15-39,2014,0.26,0.1708,0.3788,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 15-39,2015,0.2948,0.1983,0.4208,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 15-39,2016,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 40-64,2000,4.106,3.4532,4.845,2000-2016,-4.1247,-4.9663,-3.2757,Trend is Falling,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 40-64,2001,4.044,3.4083,4.7622,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 40-64,2002,3.656,3.0726,4.3166,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 40-64,2003,3.392,2.8493,4.0071,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 40-64,2004,2.6732,2.2035,3.2122,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 40-64,2005,3.2794,2.7705,3.8536,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 40-64,2006,3.1101,2.6292,3.6524,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 40-64,2007,3.3515,2.8669,3.8938,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 40-64,2008,2.8861,2.449,3.3782,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 40-64,2009,2.6458,2.2402,3.1033,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 40-64,2010,2.3967,2.0223,2.8201,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 40-64,2011,2.4726,2.0997,2.8924,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 40-64,2012,2.6669,2.2863,3.0926,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 40-64,2013,2.5631,2.1983,2.971,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 40-64,2014,2.1257,1.8011,2.4919,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 40-64,2015,2.0411,1.7294,2.3928,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 40-64,2016,1.925,1.6291,2.2594,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 65-74,2000,22.4612,18.8136,26.6062,2000-2016,-2.4473,-3.7713,-1.1052,Trend is Falling,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 65-74,2001,13.802,11.0355,17.0488,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 65-74,2002,20.4434,17.0994,24.2477,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 65-74,2003,15.456,12.6225,18.7338,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 65-74,2004,14.6165,11.9106,17.7517,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 65-74,2005,16.1795,13.3617,19.4127,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 65-74,2006,16.4623,13.6843,19.6372,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 65-74,2007,14.2067,11.6687,17.1293,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 65-74,2008,14.2696,11.7926,17.1108,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 65-74,2009,13.5752,11.2268,16.2686,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 65-74,2010,18.5252,15.8018,21.5798,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 65-74,2011,14.4704,12.1204,17.1387,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 65-74,2012,14.3507,12.0791,16.9219,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 65-74,2013,12.0144,10.0078,14.3027,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 65-74,2014,13.4532,11.3761,15.7969,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 65-74,2015,12.0402,10.1251,14.2083,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 65-74,2016,12.9304,10.9941,15.1055,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 75+,2000,39.3614,33.5086,45.9443,2000-2016,-1.2017,-1.8662,-0.5327,Trend is Falling,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 75+,2001,38.91,33.2419,45.2681,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 75+,2002,44.875,38.9485,51.4503,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 75+,2003,43.3479,37.6618,49.65,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 75+,2004,39.4644,34.2014,45.3091,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 75+,2005,42.2663,36.9736,48.1052,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 75+,2006,36.9428,32.1327,42.2709,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 75+,2007,40.0476,35.1377,45.4511,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 75+,2008,38.5959,33.8933,43.7683,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 75+,2009,42.041,37.2418,47.2868,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 75+,2010,39.2381,34.7269,44.1724,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 75+,2011,39.282,34.8939,44.0692,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 75+,2012,37.3025,33.1333,41.8509,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 75+,2013,35.1366,31.1935,39.4401,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 75+,2014,36.0276,32.1403,40.256,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 75+,2015,31.6221,28.0713,35.4979,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages 75+,2016,37.0075,33.2469,41.077,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages < 20,2000,-,-,-,2000-2016,-,-,-,-,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages < 20,2001,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages < 20,2002,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages < 20,2003,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages < 20,2004,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages < 20,2005,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages < 20,2006,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages < 20,2007,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages < 20,2008,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages < 20,2009,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages < 20,2010,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages < 20,2011,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages < 20,2012,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages < 20,2013,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages < 20,2014,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages < 20,2015,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Hispanic (any race),Ages < 20,2016,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,All Ages,2000,7.0819,6.939,7.2273,2000-2003,-4.5313,-6.0719,-2.9655,Trend is Falling,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,All Ages,2001,6.7746,6.6354,6.9161,2003-2016,-2.737,-2.9196,-2.5541,Trend is Falling,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,All Ages,2002,6.471,6.3358,6.6087,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,All Ages,2003,6.1808,6.0494,6.3146,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,All Ages,2004,6.0468,5.9172,6.1787,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,All Ages,2005,5.8252,5.6987,5.9542,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,All Ages,2006,5.7219,5.5969,5.8493,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,All Ages,2007,5.5137,5.3917,5.6381,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,All Ages,2008,5.3738,5.2538,5.4962,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,All Ages,2009,5.1647,5.0475,5.2843,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,All Ages,2010,5.0443,4.9292,5.1617,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,All Ages,2011,4.843,4.7306,4.9576,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,All Ages,2012,4.8012,4.6899,4.9148,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,All Ages,2013,4.631,4.5225,4.7418,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,All Ages,2014,4.6413,4.5331,4.7518,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,All Ages,2015,4.374,4.2699,4.4804,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,All Ages,2016,4.3847,4.2812,4.4904,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages < 50,2000,0.6864,0.6271,0.75,2000-2004,-8.4995,-11.1724,-5.7462,Trend is Falling,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages < 50,2001,0.6657,0.6073,0.7284,2004-2016,-3.9678,-4.6814,-3.2488,Trend is Falling,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages < 50,2002,0.5968,0.5414,0.6565,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages < 50,2003,0.553,0.4997,0.6105,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages < 50,2004,0.4824,0.4325,0.5366,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages < 50,2005,0.4751,0.4252,0.5294,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages < 50,2006,0.4667,0.4173,0.5207,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages < 50,2007,0.4229,0.3754,0.4748,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages < 50,2008,0.4206,0.3727,0.4731,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages < 50,2009,0.421,0.3727,0.4739,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages < 50,2010,0.3717,0.3264,0.4217,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages < 50,2011,0.3632,0.3178,0.4133,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages < 50,2012,0.3539,0.3085,0.4041,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages < 50,2013,0.344,0.2993,0.3936,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages < 50,2014,0.3651,0.3185,0.4167,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages < 50,2015,0.3011,0.2588,0.3485,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages < 50,2016,0.3019,0.2592,0.3497,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 50-64,2000,8.3367,7.908,8.7825,2000-2006,-7.4634,-8.4442,-6.4721,Trend is Falling,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 50-64,2001,7.5438,7.1417,7.9627,2006-2016,-4.0438,-4.5866,-3.4979,Trend is Falling,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 50-64,2002,6.9475,6.5691,7.3421,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 50-64,2003,6.3491,5.9943,6.7196,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 50-64,2004,6.1287,5.7856,6.487,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 50-64,2005,5.6899,5.3655,6.0289,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 50-64,2006,5.1072,4.8036,5.425,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 50-64,2007,5.0111,4.7158,5.3203,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 50-64,2008,4.8245,4.5383,5.1242,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 50-64,2009,4.5583,4.2845,4.8453,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 50-64,2010,4.2946,4.032,4.57,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 50-64,2011,4.1494,3.8945,4.4169,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 50-64,2012,3.8893,3.6418,4.1493,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 50-64,2013,3.7477,3.5057,4.0022,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 50-64,2014,3.843,3.5973,4.1012,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 50-64,2015,3.5612,3.3256,3.8093,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 50-64,2016,3.4834,3.2507,3.7287,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 65+,2000,42.2121,41.2658,43.1748,2000-2016,-2.3896,-2.5054,-2.2737,Trend is Falling,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 65+,2001,40.8395,39.9098,41.7854,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 65+,2002,39.5401,38.6263,40.4703,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 65+,2003,38.2047,37.3087,39.1168,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 65+,2004,37.8099,36.9176,38.7185,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 65+,2005,36.6194,35.7443,37.5107,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 65+,2006,36.5412,35.6683,37.4302,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 65+,2007,35.2593,34.4053,36.1293,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 65+,2008,34.3864,33.5467,35.242,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 65+,2009,33.0461,32.2265,33.8815,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 65+,2010,32.6882,31.8765,33.5155,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 65+,2011,31.3161,30.5259,32.1217,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 65+,2012,31.3479,30.5633,32.1475,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 65+,2013,30.2254,29.4621,31.0036,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 65+,2014,30.073,29.3173,30.8432,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 65+,2015,28.6589,27.9272,29.405,,,,,,Non-Hodgkin Lymphoma,,,
